iter	Passed	Remaining
595	554	5024
596	554	5020
597	555	5017
598	556	5013
599	556	5010
600	557	5007
601	558	5004
602	558	5001
603	559	4997
604	560	4994
605	560	4993
606	562	4996
607	563	4994
608	564	4992
609	564	4990
610	565	4988
611	566	4986
612	567	4984
613	568	4982
614	568	4980
615	569	4980
616	571	4982
617	571	4979
618	572	4976
619	573	4973
620	573	4971
621	574	4968
622	575	4965
623	576	4965
624	577	4970
625	579	4974
626	580	4972
627	581	4970
628	581	4966
629	582	4963
630	583	4960
631	583	4957
632	584	4954
633	585	4951
634	585	4948
635	586	4945
636	587	4942
637	587	4939
638	588	4936
639	589	4933
640	589	4930
641	591	4933
642	592	4932
643	593	4932
644	593	4931
645	594	4929
646	595	4928
647	596	4926
648	597	4926
649	598	4925
650	599	4923
651	600	4923
652	601	4921
653	601	4918
654	602	4915
655	603	4913
656	604	4913
657	605	4913
658	605	4910
659	606	4908
660	607	4910
661	608	4910
662	609	4907
663	610	4904
664	610	4901
665	611	4898
666	612	4896
667	613	4893
668	613	4890
669	614	4887
670	614	4884
671	615	4881
672	616	4878
673	617	4875
674	617	4872
675	618	4869
676	619	4869
677	620	4866
678	620	4864
679	621	4861
680	622	4862
681	623	4863
682	624	4861
683	625	4858
684	625	4856
685	626	4854
686	627	4852
687	628	4849
688	628	4847
689	629	4844
690	630	4841
691	630	4838
692	631	4835
693	632	4833
694	632	4830
695	633	4828
696	634	4826
697	635	4825
698	636	4827
699	637	4829
700	639	4832
701	640	4830
702	640	4827
703	641	4824
704	642	4822
705	642	4819
706	643	4816
707	643	4812
708	644	4809
709	645	4806
710	645	4804
711	646	4801
712	647	4800
713	649	4806
714	650	4808
715	651	4805
716	651	4803
717	653	4808
718	654	4810
719	655	4808
720	656	4806
721	657	4805
722	658	4802
723	658	4800
724	659	4797
725	660	4795
726	660	4791
727	661	4789
728	662	4786
729	662	4785
730	663	4783
731	664	4781
732	665	4778
733	665	4775
734	666	4773
735	667	4770
736	668	4772
737	669	4774
738	670	4772
739	671	4770
740	671	4767
741	672	4765
742	673	4762
743	673	4759
744	674	4757
745	675	4755
746	675	4752
747	676	4750
748	677	4748
749	678	4746
750	678	4744
751	679	4741
752	680	4740
753	680	4738
754	681	4735
755	682	4732
756	684	4737
757	685	4740
758	686	4738
759	687	4737
760	687	4735
761	688	4732
762	689	4730
763	689	4728
764	690	4725
765	691	4723
766	692	4722
767	692	4719
768	693	4717
769	694	4715
770	694	4712
771	695	4710
772	696	4707
773	696	4705
774	697	4702
775	699	4706
776	700	4707
777	701	4705
778	701	4702
779	702	4700
780	703	4698
781	703	4696
782	704	4693
783	705	4691
784	705	4689
785	707	4690
786	707	4688
787	708	4686
788	709	4683
789	709	4680
790	710	4678
791	711	4675
792	711	4673
793	712	4671
794	713	4673
795	715	4674
796	715	4673
797	716	4671
798	717	4668
799	718	4667
800	718	4665
801	719	4662
802	720	4660
803	721	4660
804	722	4659
805	722	4657
806	723	4656
807	724	4654
808	725	4652
809	725	4651
810	726	4649
811	727	4648
812	728	4650
813	730	4654
814	731	4652
815	732	4650
816	732	4649
817	733	4647
818	734	4645
819	735	4645
820	736	4643
821	736	4640
822	737	4639
823	738	4637
824	738	4635
825	739	4633
826	740	4631
827	741	4628
828	741	4626
829	742	4624
830	743	4624
831	745	4628
832	745	4627
833	746	4625
834	747	4624
835	748	4622
836	749	4620
837	750	4620
838	750	4619
839	751	4619
840	752	4618
841	753	4616
842	754	4614
843	754	4611
844	755	4609
845	756	4608
846	757	4606
847	758	4606
848	759	4608
849	760	4609
850	761	4607
851	762	4606
852	763	4603
853	763	4603
854	764	4601
855	765	4599
856	766	4597
857	766	4594
858	767	4592
859	768	4590
860	768	4588
861	769	4586
862	770	4584
863	770	4582
864	771	4579
865	772	4577
866	773	4577
867	774	4581
868	775	4579
869	776	4577
870	776	4575
871	777	4574
872	778	4572
873	779	4569
874	779	4568
875	780	4565
876	781	4563
877	781	4561
878	782	4559
879	783	4557
880	783	4555
881	784	4552
882	785	4550
883	785	4548
884	786	4545
885	787	4543
886	788	4543
887	789	4543
888	790	4542
889	790	4540
890	791	4538
891	792	4536
892	792	4534
893	793	4532
894	794	4530
895	794	4528
896	795	4526
897	796	4524
898	796	4521
899	797	4519
900	798	4517
901	798	4515
902	799	4513
903	800	4511
904	800	4509
905	801	4507
906	802	4504
907	803	4504
908	804	4506
909	805	4506
910	806	4504
911	807	4502
912	807	4500
913	808	4498
914	808	4495
915	809	4493
916	810	4491
917	811	4490
918	811	4488
919	812	4485
920	813	4483
921	813	4481
922	814	4479
923	814	4477
924	815	4474
925	816	4472
926	816	4470
927	817	4468
928	818	4469
929	819	4469
930	820	4467
931	821	4465
932	821	4462
933	822	4460
934	822	4458
935	823	4456
936	824	4454
937	824	4451
938	825	4449
939	826	4447
940	826	4445
941	827	4443
942	828	4441
943	828	4439
944	829	4437
945	830	4435
946	830	4433
947	831	4431
948	832	4429
949	832	4427
950	835	4437
951	837	4438
952	837	4437
953	838	4436
954	839	4435
955	840	4433
956	841	4432
957	842	4432
958	842	4431
959	843	4429
960	844	4428
961	845	4427
962	846	4427
963	888	4640
964	889	4641
965	890	4642
966	892	4643
967	893	4643
968	894	4642
969	895	4642
970	896	4644
971	899	4653
972	900	4653
973	901	4652
974	902	4651
975	903	4649
976	904	4648
977	904	4646
978	905	4645
979	906	4644
980	907	4642
981	908	4641
982	909	4640
983	910	4640
984	911	4639
985	912	4638
986	913	4638
987	914	4638
988	915	4637
989	916	4636
990	917	4635
991	917	4634
992	918	4633
993	919	4632
994	920	4631
995	921	4631
996	922	4629
997	923	4628
998	925	4630
999	925	4629
1000	926	4628
1001	927	4627
1002	930	4633
1003	931	4633
1004	931	4631
1005	933	4631
1006	933	4630
1007	934	4629
1008	935	4627
1009	936	4626
1010	937	4625
1011	938	4623
1012	939	4624
1013	940	4625
1014	941	4625
1015	945	4636
1016	946	4636
1017	947	4637
1018	948	4636
1019	949	4635
1020	950	4635
1021	951	4635
1022	952	4634
1023	953	4632
1024	954	4632
1025	955	4632
1026	956	4632
1027	957	4632
1028	960	4639
1029	961	4638
1030	962	4636
1031	962	4635
1032	963	4634
1033	964	4632
1034	965	4631
1035	966	4630
1036	967	4630
1037	968	4629
1038	969	4629
1039	971	4631
1040	972	4632
1041	974	4637
1042	975	4636
1043	976	4635
1044	977	4633
1045	979	4636
1046	980	4637
1047	982	4642
1048	983	4643
1049	985	4644
1050	986	4646
1051	990	4657
1052	991	4658
1053	992	4659
1054	994	4661
1055	996	4664
1056	998	4667
1057	999	4668
1058	1000	4669
1059	1002	4670
1060	1003	4670
1061	1006	4681
1062	1008	4681
1063	1009	4681
1064	1010	4680
1065	1010	4678
1066	1011	4677
1067	1013	4678
1068	1013	4677
1069	1014	4676
1070	1015	4675
1071	1016	4673
1072	1017	4672
1073	1018	4670
1074	1019	4669
1075	1021	4673
1076	1022	4672
1077	1023	4671
1078	1023	4669
1079	1024	4668
1080	1025	4667
1081	1028	4672
1082	1029	4674
1083	1030	4673
1084	1031	4671
1085	1032	4670
1086	1032	4668
1087	1033	4666
1088	1034	4665
1089	1035	4663
1090	1037	4667
1091	1038	4666
1092	1039	4665
1093	1040	4664
1094	1040	4663
1095	1042	4662
1096	1042	4661
1097	1043	4660
1098	1044	4658
1099	1045	4656
1100	1046	4654
1101	1046	4652
1102	1047	4650
1103	1048	4648
1104	1048	4646
1105	1049	4644
1106	1050	4642
1107	1050	4639
1108	1052	4643
1109	1053	4642
1110	1054	4641
1111	1055	4640
1112	1057	4641
1113	1057	4640
1114	1058	4638
1115	1059	4637
1116	1060	4635
1117	1061	4634
1118	1062	4633
1119	1063	4631
1120	1063	4630
1121	1064	4629
1122	1068	4639
1123	1070	4644
1124	1072	4648
1125	1074	4651
1126	1075	4650
1127	1078	4658
1128	1079	4656
1129	1079	4653
1130	1080	4652
1131	1081	4650
1132	1082	4650
1133	1084	4652
1134	1085	4654
1135	1086	4653
1136	1087	4652
1137	1089	4653
1138	1090	4652
1139	1091	4653
1140	1092	4652
1141	1093	4650
1142	1094	4649
1143	1094	4647
1144	1095	4646
1145	1096	4644
1146	1098	4647
1147	1099	4647
1148	1100	4645
1149	1101	4643
1150	1101	4641
1151	1102	4639
1152	1103	4637
1153	1103	4635
1154	1104	4633
1155	1105	4631
1156	1105	4629
1157	1106	4626
1158	1107	4625
1159	1108	4623
1160	1108	4621
1161	1109	4619
1162	1110	4618
1163	1111	4616
1164	1111	4614
1165	1113	4615
1166	1114	4615
1167	1115	4612
1168	1115	4610
1169	1116	4608
1170	1117	4606
1171	1117	4604
1172	1118	4601
1173	1118	4599
1174	1119	4597
1175	1120	4595
1176	1121	4593
1177	1121	4591
1178	1122	4589
1179	1123	4588
1180	1124	4586
1181	1125	4585
1182	1125	4584
1183	1126	4582
1184	1127	4581
1185	1129	4585
1186	1131	4589
1187	1132	4587
1188	1133	4585
1189	1134	4583
1190	1134	4581
1191	1135	4579
1192	1136	4577
1193	1136	4575
1194	1137	4573
1195	1137	4571
1196	1138	4569
1197	1139	4568
1198	1140	4566
1199	1141	4564
1200	1141	4561
1201	1142	4560
1202	1144	4564
1203	1145	4562
1204	1146	4560
1205	1146	4558
1206	1147	4556
1207	1147	4553
1208	1148	4551
1209	1149	4549
1210	1149	4547
1211	1150	4545
1212	1151	4543
1213	1151	4540
1214	1152	4538
1215	1152	4536
1216	1153	4533
1217	1154	4531
1218	1154	4529
1219	1155	4527
1220	1156	4525
1221	1156	4523
1222	1157	4520
1223	1158	4519
1224	1160	4521
1225	1160	4519
1226	1161	4517
1227	1162	4515
1228	1162	4513
1229	1163	4511
1230	1163	4509
1231	1164	4507
1232	1165	4505
1233	1165	4502
1234	1166	4500
1235	1167	4498
1236	1167	4495
1237	1168	4493
1238	1168	4491
1239	1169	4489
1240	1170	4486
1241	1170	4484
1242	1171	4483
1243	1172	4482
1244	1173	4481
1245	1174	4479
1246	1174	4477
1247	1175	4475
1248	1176	4475
1249	1177	4474
1250	1178	4473
1251	1179	4471
1252	1179	4469
1253	1180	4467
1254	1181	4465
1255	1181	4464
1256	1182	4462
1257	1183	4461
1258	1184	4459
1259	1185	4461
1260	1186	4460
1261	1187	4459
1262	1189	4459
1263	1190	4459
1264	1191	4459
1265	1192	4459
1266	1193	4458
1267	1194	4457
1268	1195	4458
1269	1197	4459
1270	1199	4464
1271	1202	4470
1272	1203	4470
1273	1205	4470
1274	1207	4474
1275	1208	4473
1276	1209	4472
1277	1209	4470
1278	1210	4468
1279	1211	4466
1280	1212	4465
1281	1212	4463
1282	1213	4461
1283	1214	4459
1284	1214	4457
1285	1215	4455
1286	1216	4454
1287	1217	4454
1288	1218	4453
1289	1219	4452
1290	1220	4452
1291	1221	4451
1292	1222	4451
1293	1223	4450
1294	1224	4449
1295	1225	4448
1296	1226	4447
1297	1227	4445
1298	1227	4443
1299	1228	4441
1300	1229	4439
1301	1230	4441
1302	1232	4443
1303	1234	4445
1304	1236	4447
1305	1237	4448
1306	1238	4447
1307	1239	4446
1308	1240	4446
1309	1241	4443
1310	1241	4442
1311	1242	4440
1312	1243	4437
1313	1243	4435
1314	1244	4433
1315	1245	4431
1316	1247	4435
1317	1248	4434
1318	1249	4434
1319	1250	4433
1320	1251	4433
1321	1252	4433
1322	1253	4432
1323	1255	4432
1324	1255	4430
1325	1256	4428
1326	1257	4426
1327	1257	4424
1328	1258	4422
1329	1259	4421
1330	1260	4420
1331	1262	4423
1332	1263	4425
1333	1266	4428
1334	1266	4427
1335	1267	4425
1336	1269	4427
1337	1270	4426
1338	1271	4426
1339	1272	4426
1340	1273	4425
1341	1274	4424
1342	1277	4430
1343	1280	4435
1344	1282	4437
1345	1282	4436
1346	1284	4437
1347	1285	4436
1348	1286	4434
1349	1286	4432
1350	1287	4431
1351	1288	4429
1352	1289	4427
1353	1289	4426
1354	1290	4425
1355	1293	4429
1356	1294	4429
1357	1296	4431
1358	1298	4435
1359	1301	4440
1360	1303	4441
1361	1304	4442
1362	1305	4441
1363	1306	4440
1364	1309	4447
1365	1311	4448
1366	1314	4453
1367	1315	4455
1368	1316	4454
1369	1318	4454
1370	1318	4453
1371	1319	4452
1372	1320	4451
1373	1321	4450
1374	1324	4455
1375	1325	4454
1376	1327	4455
1377	1329	4458
1378	1330	4458
1379	1332	4459
1380	1333	4461
1381	1335	4461
1382	1336	4462
1383	1340	4469
1384	1341	4470
1385	1343	4471
1386	1344	4471
1387	1346	4472
1388	1348	4477
1389	1355	4494
1390	1356	4495
1391	1358	4496
1392	1360	4498
1393	1362	4503
1394	1364	4505
1395	1366	4506
1396	1367	4505
1397	1372	4517
1398	1375	4524
1399	1377	4525
1400	1378	4523
1401	1379	4524
1402	1380	4524
1403	1382	4524
1404	1383	4524
1405	1387	4532
1406	1389	4534
1407	1391	4539
1408	1394	4542
1409	1395	4543
1410	1397	4545
1411	1399	4546
1412	1403	4555
1413	1405	4559
1414	1407	4559
1415	1408	4560
1416	1410	4560
1417	1411	4561
1418	1412	4561
1419	1414	4561
1420	1417	4569
1421	1419	4570
1422	1421	4571
1423	1422	4572
1424	1424	4572
1425	1425	4572
1426	1426	4572
1427	1428	4572
1428	1429	4572
1429	1433	4580
1430	1434	4581
1431	1435	4580
1432	1437	4581
1433	1438	4581
1434	1440	4581
1435	1442	4583
1436	1443	4584
1437	1445	4585
1438	1448	4590
1439	1450	4592
1440	1451	4593
1441	1453	4593
1442	1454	4594
1443	1455	4593
1444	1457	4593
1445	1458	4594
1446	1460	4596
1447	1463	4601
1448	1464	4600
1449	1466	4601
1450	1467	4602
1451	1469	4601
1452	1471	4604
1453	1472	4604
1454	1475	4608
1455	1477	4610
1456	1480	4615
1457	1481	4614
1458	1482	4615
1459	1484	4615
1460	1485	4616
1461	1486	4615
1462	1489	4618
1463	1490	4617
1464	1491	4618
1465	1495	4625
1466	1497	4625
1467	1498	4626
1468	1499	4626
1469	1501	4625
1470	1502	4625
1471	1504	4628
1472	1506	4631
1473	1509	4634
1474	1511	4636
1475	1513	4639
1476	1516	4643
1477	1517	4644
1478	1549	4735
1479	1550	4735
1480	1551	4734
1481	1552	4733
1482	1554	4734
1483	1556	4735
1484	1558	4739
1485	1560	4740
1486	1562	4741
1487	1563	4741
1488	1564	4740
1489	1566	4740
1490	1567	4739
1491	1568	4737
1492	1569	4736
1493	1570	4735
1494	1574	4745
1495	1577	4749
1496	1579	4751
1497	1581	4752
1498	1583	4753
1499	1584	4753
1500	1586	4755
1501	1590	4763
1502	1592	4765
1503	1594	4765
1504	1595	4765
1505	1596	4763
1506	1597	4763
1507	1599	4763
1508	1600	4763
1509	1602	4763
1510	1603	4764
1511	1605	4764
1512	1606	4763
1513	1607	4763
1514	1609	4764
1515	1610	4764
1516	1611	4762
1517	1612	4762
1518	1614	4763
1519	1615	4761
1520	1616	4759
1521	1616	4757
1522	1618	4758
1523	1619	4757
1524	1620	4755
1525	1621	4754
1526	1622	4753
1527	1623	4751
1528	1624	4750
1529	1625	4748
1530	1626	4746
1531	1627	4745
1532	1627	4743
1533	1628	4741
1534	1629	4738
1535	1629	4736
1536	1630	4734
1537	1631	4732
1538	1631	4729
1539	1632	4727
1540	1634	4729
1541	1635	4727
1542	1635	4725
1543	1637	4724
1544	1637	4722
1545	1638	4720
1546	1639	4718
1547	1639	4716
1548	1640	4713
1549	1641	4711
1550	1641	4709
1551	1642	4706
1552	1643	4704
1553	1643	4702
1554	1644	4700
1555	1644	4698
1556	1645	4695
1557	1646	4693
1558	1646	4691
1559	1647	4689
1560	1649	4690
1561	1650	4688
1562	1650	4686
1563	1651	4684
1564	1652	4682
1565	1652	4680
1566	1653	4677
1567	1654	4675
1568	1654	4673
1569	1655	4671
1570	1656	4668
1571	1656	4666
1572	1657	4664
1573	1657	4661
1574	1658	4659
1575	1659	4657
1576	1659	4655
1577	1660	4653
1578	1661	4650
1579	1661	4648
1580	1662	4646
1581	1662	4644
1582	1664	4644
1583	1665	4643
1584	1666	4642
1585	1667	4640
1586	1668	4639
1587	1669	4637
1588	1670	4636
1589	1670	4633
1590	1671	4631
1591	1672	4629
1592	1672	4627
1593	1673	4625
1594	1674	4623
1595	1674	4621
1596	1675	4618
1597	1675	4616
1598	1676	4614
1599	1677	4612
1600	1677	4610
1601	1678	4608
1602	1680	4610
1603	1681	4608
1604	1682	4606
1605	1682	4604
1606	1683	4602
1607	1684	4600
1608	1685	4598
1609	1685	4596
1610	1686	4594
1611	1687	4592
1612	1687	4590
1613	1688	4588
1614	1688	4585
1615	1689	4583
1616	1690	4580
1617	1690	4578
1618	1691	4576
1619	1691	4574
1620	1692	4572
1621	1693	4570
1622	1693	4568
1623	1695	4568
1624	1696	4566
1625	1696	4564
1626	1697	4562
1627	1697	4559
1628	1698	4558
1629	1699	4556
1630	1700	4554
1631	1701	4553
1632	1701	4551
1633	1702	4549
1634	1703	4547
1635	1704	4546
1636	1705	4544
1637	1705	4542
1638	1706	4541
1639	1707	4539
1640	1708	4537
1641	1710	4540
1642	1711	4539
1643	1712	4537
1644	1713	4536
1645	1714	4533
1646	1714	4531
1647	1715	4530
1648	1716	4528
1649	1716	4525
1650	1717	4523
1651	1717	4521
1652	1718	4519
1653	1719	4516
1654	1719	4514
1655	1720	4511
1656	1720	4509
1657	1721	4507
1658	1721	4504
1659	1722	4502
1660	1722	4500
1661	1723	4498
1662	1724	4496
1663	1725	4496
1664	1726	4494
1665	1727	4492
1666	1727	4490
1667	1728	4488
1668	1728	4485
1669	1729	4483
1670	1729	4481
1671	1730	4478
1672	1730	4476
1673	1731	4474
1674	1731	4472
1675	1732	4469
1676	1733	4467
1677	1733	4465
1678	1734	4462
1679	1734	4460
1680	1735	4458
1681	1735	4456
1682	1736	4453
1683	1736	4451
1684	1737	4449
1685	1738	4447
1686	1738	4445
1687	1739	4442
1688	1739	4440
1689	1741	4440
1690	1741	4438
1691	1742	4436
1692	1742	4434
1693	1743	4431
1694	1744	4429
1695	1744	4427
1696	1745	4425
1697	1745	4423
1698	1746	4420
1699	1746	4418
1700	1747	4416
1701	1747	4414
1702	1748	4411
1703	1749	4409
1704	1749	4407
1705	1750	4405
1706	1750	4403
1707	1751	4401
1708	1751	4398
1709	1752	4397
1710	1753	4394
1711	1753	4392
1712	1754	4390
1713	1754	4388
1714	1756	4388
1715	1756	4386
1716	1757	4383
1717	1758	4381
1718	1758	4379
1719	1759	4377
1720	1759	4375
1721	1760	4373
1722	1760	4370
1723	1761	4368
1724	1761	4366
1725	1762	4364
1726	1762	4361
1727	1763	4359
1728	1763	4357
1729	1764	4355
1730	1765	4353
1731	1765	4350
1732	1766	4348
1733	1766	4346
1734	1767	4344
1735	1768	4343
1736	1768	4341
1737	1769	4339
1738	1770	4336
1739	1770	4335
1740	1771	4334
1741	1772	4332
1742	1773	4330
1743	1773	4328
1744	1774	4326
1745	1774	4324
1746	1775	4321
1747	1775	4319
1748	1776	4317
1749	1776	4315
1750	1777	4313
1751	1778	4311
1752	1778	4309
1753	1779	4306
1754	1779	4304
1755	1780	4302
1756	1780	4300
1757	1781	4298
1758	1782	4298
1759	1783	4297
1760	1785	4297
1761	1787	4300
1762	1788	4299
1763	1789	4297
1764	1790	4295
1765	1790	4293
1766	1791	4291
1767	1792	4289
1768	1792	4288
1769	1793	4286
1770	1794	4284
1771	1794	4282
1772	1795	4280
1773	1796	4278
1774	1796	4277
1775	1797	4275
1776	1798	4273
1777	1798	4271
1778	1799	4269
1779	1800	4267
1780	1800	4265
