iter	Passed	Remaining
1781	1802	4266
1782	1803	4264
1783	1804	4263
1784	1804	4261
1785	1805	4259
1786	1806	4257
1787	1806	4256
1788	1807	4254
1789	1808	4252
1790	1808	4250
1791	1809	4248
1792	1810	4247
1793	1810	4245
1794	1812	4245
1795	1813	4244
1796	1814	4243
1797	1815	4242
1798	1816	4241
1799	1818	4243
1800	1819	4241
1801	1820	4240
1802	1820	4238
1803	1821	4237
1804	1822	4236
1805	1823	4234
1806	1824	4233
1807	1885	4370
1808	1887	4371
1809	1888	4370
1810	1888	4369
1811	1889	4368
1812	1890	4366
1813	1891	4365
1814	1892	4363
1815	1893	4362
1816	1894	4360
1817	1895	4359
1818	1895	4357
1819	1896	4356
1820	1897	4354
1821	1900	4357
1822	1901	4357
1823	1903	4357
1824	1904	4357
1825	1905	4356
1826	1906	4354
1827	1907	4353
1828	1908	4352
1829	1910	4353
1830	1911	4353
1831	1913	4353
1832	1914	4353
1833	1915	4351
1834	1917	4351
1835	1918	4350
1836	1918	4348
1837	1919	4347
1838	1920	4345
1839	1922	4347
1840	1924	4346
1841	1925	4346
1842	1926	4346
1843	1927	4345
1844	1928	4344
1845	1931	4345
1846	1932	4345
1847	1934	4346
1848	1935	4345
1849	1937	4345
1850	1938	4344
1851	1939	4344
1852	1940	4343
1853	1941	4341
1854	1942	4340
1855	1943	4338
1856	1943	4336
1857	1944	4334
1858	1945	4333
1859	1946	4332
1860	1947	4330
1861	1948	4329
1862	1949	4328
1863	1950	4327
1864	1950	4325
1865	1951	4323
1866	1952	4321
1867	1952	4319
1868	1953	4318
1869	1954	4316
1870	1955	4314
1871	1955	4313
1872	1956	4311
1873	1957	4309
1874	1958	4307
1875	1958	4305
1876	1959	4303
1877	1960	4303
1878	1961	4302
1879	1963	4302
1880	1964	4301
1881	1965	4300
1882	1965	4298
1883	1966	4296
1884	1967	4294
1885	1968	4292
1886	1968	4291
1887	1969	4289
1888	1970	4288
1889	1971	4286
1890	1971	4284
1891	1972	4282
1892	1973	4280
1893	1973	4279
1894	1974	4277
1895	1975	4276
1896	1976	4275
1897	1978	4275
1898	1979	4274
1899	1980	4272
1900	1980	4270
1901	1981	4269
1902	1982	4267
1903	1982	4265
1904	1983	4263
1905	1984	4262
1906	1984	4260
1907	1985	4258
1908	1986	4257
1909	1987	4255
1910	1988	4253
1911	1988	4252
1912	1990	4251
1913	1990	4250
1914	1992	4250
1915	1993	4249
1916	1994	4248
1917	1995	4246
1918	1996	4245
1919	1997	4244
1920	1998	4243
1921	1999	4241
1922	2000	4240
1923	2001	4239
1924	2002	4238
1925	2003	4237
1926	2003	4235
1927	2005	4235
1928	2006	4235
1929	2008	4235
1930	2009	4234
1931	2011	4234
1932	2011	4232
1933	2012	4231
1934	2013	4230
1935	2014	4228
1936	2015	4226
1937	2015	4225
1938	2016	4223
1939	2017	4222
1940	2018	4221
1941	2019	4220
1942	2021	4221
1943	2023	4221
1944	2024	4220
1945	2025	4220
1946	2027	4220
1947	2030	4222
1948	2031	4222
1949	2032	4221
1950	2033	4220
1951	2035	4221
1952	2036	4219
1953	2037	4218
1954	2038	4217
1955	2039	4217
1956	2040	4215
1957	2041	4214
1958	2043	4214
1959	2044	4213
1960	2045	4212
1961	2046	4211
1962	2046	4209
1963	2047	4207
1964	2048	4206
1965	2049	4206
1966	2051	4206
1967	2052	4205
1968	2053	4203
1969	2054	4202
1970	2055	4202
1971	2056	4201
1972	2058	4201
1973	2059	4200
1974	2060	4199
1975	2061	4197
1976	2062	4196
1977	2062	4194
1978	2063	4192
1979	2064	4191
1980	2066	4191
1981	2067	4190
1982	2067	4189
1983	2069	4189
1984	2070	4188
1985	2071	4186
1986	2072	4185
1987	2072	4183
1988	2073	4181
1989	2074	4180
1990	2075	4178
1991	2076	4177
1992	2077	4175
1993	2077	4174
1994	2078	4173
1995	2079	4171
1996	2080	4169
1997	2081	4168
1998	2082	4167
1999	2083	4166
2000	2084	4164
2001	2085	4164
2002	2086	4162
2003	2086	4161
2004	2087	4160
2005	2088	4158
2006	2089	4157
2007	2090	4155
2008	2090	4153
2009	2091	4152
2010	2092	4150
2011	2093	4149
2012	2094	4147
2013	2095	4146
2014	2095	4144
2015	2096	4143
2016	2098	4143
2017	2099	4142
2018	2100	4141
2019	2100	4139
2020	2101	4137
2021	2102	4136
2022	2103	4134
2023	2104	4133
2024	2104	4131
2025	2105	4130
2026	2106	4128
2027	2107	4127
2028	2108	4125
2029	2108	4123
2030	2109	4122
2031	2110	4120
2032	2111	4119
2033	2112	4118
2034	2112	4116
2035	2114	4115
2036	2114	4114
2037	2115	4113
2038	2116	4112
2039	2117	4110
2040	2118	4108
2041	2118	4107
2042	2119	4105
2043	2120	4103
2044	2121	4102
2045	2121	4100
2046	2123	4099
2047	2123	4098
2048	2125	4099
2049	2126	4098
2050	2128	4097
2051	2129	4096
2052	2130	4096
2053	2131	4094
2054	2132	4093
2055	2132	4091
2056	2133	4090
2057	2134	4088
2058	2135	4087
2059	2136	4086
2060	2137	4085
2061	2138	4083
2062	2138	4081
2063	2139	4080
2064	2141	4080
2065	2142	4079
2066	2143	4078
2067	2143	4076
2068	2144	4074
2069	2145	4073
2070	2146	4071
2071	2146	4069
2072	2147	4067
2073	2147	4066
2074	2148	4064
2075	2149	4062
2076	2149	4060
2077	2150	4058
2078	2151	4056
2079	2151	4054
2080	2152	4053
2081	2152	4051
2082	2153	4049
2083	2154	4047
2084	2154	4045
2085	2155	4043
2086	2155	4042
2087	2156	4040
2088	2157	4039
2089	2158	4037
2090	2159	4036
2091	2159	4034
2092	2160	4033
2093	2161	4031
2094	2162	4030
2095	2162	4028
2096	2163	4026
2097	2164	4026
2098	2165	4024
2099	2166	4023
2100	2166	4021
2101	2167	4019
2102	2168	4017
2103	2168	4015
2104	2169	4013
2105	2169	4012
2106	2170	4010
2107	2171	4008
2108	2172	4007
2109	2172	4005
2110	2173	4004
2111	2174	4002
2112	2174	4000
2113	2175	3999
2114	2176	3997
2115	2176	3995
2116	2177	3994
2117	2178	3992
2118	2179	3991
2119	2179	3989
2120	2180	3988
2121	2181	3986
2122	2181	3984
2123	2182	3982
2124	2183	3980
2125	2183	3978
2126	2184	3977
2127	2184	3975
2128	2185	3973
2129	2186	3972
2130	2187	3971
2131	2188	3969
2132	2188	3967
2133	2189	3966
2134	2189	3964
2135	2190	3962
2136	2191	3960
2137	2191	3958
2138	2192	3957
2139	2192	3955
2140	2193	3953
2141	2194	3952
2142	2194	3950
2143	2195	3948
2144	2195	3946
2145	2196	3944
2146	2197	3942
2147	2197	3941
2148	2198	3939
2149	2198	3937
2150	2199	3935
2151	2199	3933
2152	2200	3932
2153	2201	3931
2154	2202	3929
2155	2203	3927
2156	2203	3926
2157	2204	3924
2158	2205	3923
2159	2205	3921
2160	2206	3919
2161	2207	3918
2162	2208	3916
2163	2208	3915
2164	2209	3913
2165	2210	3912
2166	2211	3910
2167	2211	3909
2168	2212	3907
2169	2212	3905
2170	2213	3903
2171	2213	3901
2172	2214	3900
2173	2215	3898
2174	2215	3896
2175	2216	3895
2176	2217	3893
2177	2217	3892
2178	2218	3890
2179	2219	3888
2180	2220	3887
2181	2220	3885
2182	2221	3884
2183	2222	3883
2184	2223	3881
2185	2224	3880
2186	2225	3879
2187	2225	3877
2188	2226	3876
2189	2226	3874
2190	2227	3872
2191	2228	3870
2192	2228	3868
2193	2229	3867
2194	2229	3865
2195	2230	3863
2196	2231	3862
2197	2232	3861
2198	2232	3859
2199	2233	3858
2200	2234	3856
2201	2234	3854
2202	2235	3853
2203	2236	3851
2204	2237	3851
2205	2238	3850
2206	2240	3850
2207	2241	3850
2208	2242	3849
2209	2243	3847
2210	2244	3846
2211	2244	3844
2212	2245	3842
2213	2247	3842
2214	2248	3841
2215	2248	3840
2216	2249	3838
2217	2250	3837
2218	2250	3835
2219	2251	3834
2220	2252	3832
2221	2253	3831
2222	2253	3829
2223	2254	3827
2224	2255	3826
2225	2255	3824
2226	2256	3823
2227	2257	3821
2228	2258	3820
2229	2258	3818
2230	2259	3817
2231	2260	3815
2232	2260	3814
2233	2262	3813
2234	2263	3813
2235	2264	3811
2236	2265	3810
2237	2266	3809
2238	2266	3807
2239	2267	3806
2240	2268	3804
2241	2269	3803
2242	2269	3801
2243	2270	3800
2244	2271	3798
2245	2271	3797
2246	2272	3795
2247	2273	3794
2248	2273	3792
2249	2274	3791
2250	2275	3789
2251	2275	3787
2252	2279	3790
2253	2280	3790
2254	2281	3789
2255	2283	3789
2256	2284	3788
2257	2285	3788
2258	2287	3787
2259	2288	3786
2260	2289	3786
2261	2290	3785
2262	2291	3784
2263	2293	3784
2264	2294	3783
2265	2295	3782
2266	2296	3781
2267	2297	3779
2268	2297	3778
2269	2298	3777
2270	2300	3777
2271	2301	3777
2272	2302	3776
2273	2303	3774
2274	2305	3774
2275	2306	3773
2276	2309	3776
2277	2310	3775
2278	2311	3774
2279	2312	3772
2280	2313	3771
2281	2314	3770
2282	2314	3769
2283	2315	3767
2284	2316	3766
2285	2317	3764
2286	2318	3763
2287	2318	3762
2288	2319	3760
2289	2320	3759
2290	2321	3758
2291	2323	3759
2292	2324	3758
2293	2325	3757
2294	2326	3756
2295	2328	3755
2296	2329	3754
2297	2329	3753
2298	2330	3752
2299	2331	3751
2300	2332	3749
2301	2333	3748
2302	2334	3747
2303	2335	3745
2304	2335	3744
2305	2337	3744
2306	2339	3745
2307	2340	3744
2308	2341	3742
2309	2342	3741
2310	2343	3740
2311	2344	3739
2312	2344	3737
2313	2345	3736
2314	2346	3735
2315	2347	3734
2316	2350	3735
2317	2351	3734
2318	2352	3734
2319	2354	3735
2320	2355	3734
2321	2356	3732
2322	2357	3731
2323	2358	3730
2324	2359	3729
2325	2360	3728
2326	2361	3727
2327	2363	3727
2328	2364	3726
2329	2365	3726
2330	2366	3725
2331	2367	3723
2332	2368	3722
2333	2370	3722
2334	2371	3721
2335	2371	3720
2336	2372	3719
2337	2373	3718
2338	2375	3717
2339	2376	3717
2340	2377	3716
2341	2378	3715
2342	2379	3714
2343	2380	3713
2344	2381	3712
2345	2382	3711
2346	2383	3710
2347	2394	3724
2348	2396	3724
2349	2398	3725
2350	2399	3724
2351	2402	3725
2352	2403	3724
2353	2404	3723
2354	2405	3722
2355	2411	3729
2356	2413	3731
2357	2415	3730
2358	2416	3730
2359	2418	3729
2360	2419	3728
2361	2420	3728
2362	2421	3727
2363	2422	3726
2364	2423	3725
2365	2424	3724
2366	2426	3723
2367	2428	3724
2368	2429	3724
2369	2431	3723
2370	2432	3723
2371	2433	3722
2372	2434	3721
2373	2436	3720
2374	2437	3720
2375	2445	3730
2376	2448	3732
2377	2449	3731
2378	2451	3732
2379	2453	3731
2380	2456	3733
2381	2457	3732
2382	2458	3731
2383	2459	3731
2384	2461	3730
2385	2462	3730
2386	2463	3729
2387	2468	3734
2388	2472	3737
2389	2474	3737
2390	2476	3737
2391	2477	3737
2392	2479	3736
2393	2480	3735
2394	2481	3735
2395	2482	3734
2396	2486	3738
2397	2489	3739
2398	2490	3738
2399	2491	3737
2400	2492	3736
2401	2493	3735
2402	2494	3734
2403	2495	3733
2404	2496	3731
2405	2497	3730
2406	2498	3729
2407	2499	3728
2408	2508	3738
2409	2509	3738
2410	2510	3737
2411	2511	3736
2412	2512	3735
2413	2513	3733
2414	2514	3732
2415	2515	3731
2416	2516	3729
2417	2518	3730
2418	2519	3729
2419	2520	3727
2420	2520	3726
2421	2521	3725
2422	2522	3723
2423	2523	3722
2424	2524	3721
2425	2525	3720
2426	2525	3718
2427	2526	3717
2428	2527	3715
2429	2528	3714
2430	2529	3712
2431	2529	3711
2432	2531	3711
2433	2532	3710
2434	2533	3709
2435	2534	3708
2436	2535	3706
2437	2536	3705
2438	2536	3703
2439	2537	3702
2440	2538	3700
2441	2538	3698
2442	2539	3697
2443	2540	3695
2444	2540	3694
2445	2541	3692
2446	2542	3690
2447	2542	3689
2448	2543	3687
2449	2544	3686
2450	2544	3684
2451	2545	3683
2452	2547	3683
2453	2548	3682
2454	2549	3681
2455	2550	3679
2456	2551	3678
2457	2551	3677
2458	2552	3676
2459	2553	3674
2460	2554	3673
2461	2555	3671
2462	2555	3670
2463	2556	3668
2464	2557	3667
2465	2557	3665
2466	2558	3664
2467	2559	3662
2468	2559	3661
2469	2560	3659
2470	2562	3659
2471	2563	3658
2472	2564	3657
2473	2565	3655
2474	2565	3654
2475	2566	3652
2476	2567	3651
2477	2567	3649
2478	2568	3648
2479	2569	3646
2480	2569	3645
2481	2570	3643
2482	2571	3641
2483	2571	3640
2484	2572	3638
2485	2573	3637
2486	2573	3635
2487	2574	3634
2488	2575	3632
2489	2575	3631
2490	2577	3630
2491	2579	3630
2492	2579	3629
2493	2580	3628
2494	2581	3626
2495	2582	3625
2496	2582	3623
2497	2583	3622
2498	2584	3620
2499	2585	3619
2500	2585	3617
2501	2586	3615
2502	2587	3614
2503	2587	3612
2504	2588	3611
2505	2589	3609
2506	2589	3608
2507	2590	3606
2508	2590	3605
2509	2591	3603
2510	2592	3602
2511	2593	3601
2512	2594	3599
2513	2594	3597
2514	2595	3596
2515	2596	3594
2516	2596	3593
2517	2597	3592
2518	2598	3590
2519	2598	3588
2520	2599	3587
2521	2600	3585
2522	2600	3584
2523	2601	3582
2524	2602	3581
2525	2602	3579
2526	2603	3578
2527	2604	3576
2528	2605	3575
2529	2606	3575
2530	2608	3574
2531	2608	3573
2532	2609	3571
2533	2610	3570
2534	2611	3568
2535	2611	3567
2536	2612	3566
2537	2613	3564
2538	2614	3563
2539	2615	3562
2540	2616	3561
2541	2617	3560
2542	2617	3558
2543	2618	3556
2544	2619	3555
2545	2619	3554
2546	2620	3552
2547	2622	3552
2548	2623	3551
2549	2623	3549
2550	2624	3548
2551	2625	3546
2552	2625	3545
2553	2626	3543
2554	2627	3542
2555	2627	3540
2556	2628	3539
2557	2629	3537
2558	2629	3536
2559	2630	3534
2560	2631	3533
2561	2631	3531
2562	2632	3530
2563	2633	3529
2564	2634	3527
2565	2634	3526
2566	2635	3524
2567	2636	3523
2568	2637	3522
2569	2638	3521
2570	2639	3519
2571	2639	3518
2572	2640	3517
2573	2641	3515
2574	2642	3514
2575	2642	3512
2576	2643	3511
2577	2644	3509
2578	2644	3508
2579	2645	3506
2580	2646	3505
2581	2646	3503
2582	2647	3502
2583	2648	3501
2584	2649	3499
2585	2649	3498
2586	2651	3498
2587	2652	3497
2588	2653	3495
2589	2653	3494
2590	2654	3492
2591	2655	3491
2592	2655	3489
2593	2656	3488
2594	2657	3486
2595	2657	3485
2596	2658	3483
2597	2659	3482
2598	2659	3480
2599	2660	3479
2600	2661	3477
2601	2661	3476
2602	2662	3474
2603	2663	3473
2604	2664	3472
2605	2664	3470
2606	2665	3469
2607	2667	3468
2608	2667	3467
2609	2668	3465
2610	2669	3464
2611	2669	3463
2612	2670	3461
2613	2671	3460
2614	2671	3458
2615	2672	3457
2616	2673	3455
2617	2674	3454
2618	2674	3453
2619	2675	3451
2620	2676	3450
2621	2677	3449
2622	2678	3447
2623	2678	3446
2624	2679	3444
2625	2680	3443
2626	2682	3444
2627	2683	3443
2628	2684	3441
2629	2684	3440
2630	2685	3438
2631	2686	3437
2632	2686	3435
2633	2687	3434
2634	2688	3432
2635	2688	3431
2636	2689	3429
2637	2690	3428
2638	2690	3427
2639	2691	3425
2640	2692	3425
2641	2693	3423
2642	2694	3422
2643	2697	3423
2644	2698	3422
2645	2698	3421
2646	2699	3419
2647	2700	3418
2648	2701	3416
2649	2701	3415
2650	2702	3414
2651	2703	3412
2652	2703	3411
2653	2704	3409
2654	2705	3408
2655	2705	3406
2656	2706	3405
2657	2707	3404
2658	2708	3402
2659	2708	3401
2660	2709	3400
2661	2710	3398
2662	2712	3398
2663	2713	3397
2664	2713	3396
2665	2714	3394
2666	2715	3393
2667	2715	3391
2668	2716	3390
2669	2717	3389
2670	2718	3387
2671	2718	3386
2672	2719	3384
2673	2720	3383
2674	2721	3382
2675	2722	3381
2676	2722	3380
2677	2723	3378
2678	2724	3377
2679	2724	3375
2680	2725	3374
2681	2727	3374
2682	2728	3372
2683	2729	3371
2684	2730	3370
2685	2730	3369
2686	2731	3367
2687	2732	3366
2688	2733	3365
2689	2733	3363
2690	2734	3362
2691	2735	3360
2692	2736	3360
2693	2737	3358
2694	2737	3357
2695	2738	3355
2696	2739	3354
2697	2739	3353
2698	2740	3351
2699	2742	3352
2700	2744	3351
2701	2746	3352
2702	2747	3350
2703	2748	3349
2704	2749	3349
2705	2751	3348
2706	2752	3348
2707	2753	3346
2708	2754	3345
2709	2755	3344
2710	2756	3343
2711	2757	3343
2712	2758	3342
2713	2759	3341
2714	2760	3340
2715	2761	3338
2716	2761	3337
2717	2762	3335
2718	2763	3334
2719	2763	3333
2720	2764	3331
2721	2765	3330
2722	2766	3329
2723	2767	3328
2724	2768	3327
2725	2769	3325
2726	2770	3324
2727	2771	3323
2728	2772	3323
2729	2774	3322
2730	2774	3321
2731	2775	3320
2732	2776	3319
2733	2777	3317
2734	2778	3316
2735	2779	3315
2736	2780	3314
2737	2780	3313
2738	2781	3311
2739	2782	3310
2740	2783	3309
2741	2784	3308
2742	2785	3308
2743	2786	3306
2744	2788	3307
2745	2789	3305
2746	2790	3304
2747	2791	3303
2748	2792	3302
2749	2793	3300
2750	2794	3300
2751	2795	3299
2752	2796	3298
2753	2797	3297
2754	2798	3295
2755	2799	3294
2756	2799	3293
2757	2800	3292
2758	2801	3291
2759	2804	3291
2760	2805	3290
2761	2806	3289
2762	2806	3288
2763	2807	3287
2764	2808	3286
2765	2809	3285
2766	2810	3284
2767	2811	3282
2768	2839	3313
2769	2906	3388
2770	2909	3390
2771	2910	3389
2772	2911	3388
2773	2913	3387
2774	2914	3386
2775	2915	3386
2776	2919	3388
2777	2920	3386
2778	2921	3385
2779	2921	3384
2780	2922	3383
2781	2923	3381
2782	2924	3380
2783	2925	3379
2784	2926	3378
2785	2927	3377
2786	2928	3376
2787	2929	3375
2788	2931	3375
2789	2934	3376
2790	2935	3375
2791	2936	3373
2792	2937	3373
2793	2938	3371
2794	2939	3370
2795	2940	3369
2796	2941	3368
2797	2942	3367
2798	2943	3365
2799	2944	3364
2800	2944	3363
2801	2946	3362
2802	2947	3361
2803	2947	3359
2804	2949	3359
2805	2950	3358
2806	2951	3357
2807	2952	3356
2808	2953	3355
2809	2954	3353
2810	2955	3352
2811	2956	3351
2812	2957	3350
2813	2958	3349
2814	2958	3347
2815	2959	3346
2816	2960	3345
2817	2961	3344
2818	2969	3350
2819	2970	3349
2820	2970	3348
2821	2971	3346
2822	2972	3345
2823	2973	3344
2824	2974	3342
2825	2975	3341
2826	2976	3340
2827	2976	3338
2828	2977	3337
2829	2978	3335
2830	2979	3335
2831	2980	3333
2832	2981	3332
2833	2981	3331
2834	2985	3333
2835	2987	3332
2836	2987	3331
2837	2988	3329
2838	2989	3328
2839	2990	3327
2840	2991	3325
2841	2991	3324
2842	2992	3322
2843	2993	3321
2844	2993	3319
2845	2995	3319
2846	2996	3318
2847	2997	3317
2848	3001	3319
2849	3002	3318
2850	3003	3317
2851	3003	3315
2852	3004	3314
2853	3005	3312
2854	3006	3311
2855	3006	3310
2856	3007	3308
2857	3008	3307
2858	3008	3305
2859	3010	3305
2860	3011	3303
2861	3012	3302
2862	3014	3303
2863	3016	3303
2864	3017	3301
2865	3018	3300
2866	3019	3299
2867	3019	3297
2868	3020	3296
2869	3021	3294
2870	3021	3293
2871	3022	3291
2872	3023	3290
2873	3023	3289
2874	3025	3288
2875	3026	3287
2876	3029	3288
2877	3031	3288
2878	3032	3287
2879	3033	3286
2880	3034	3284
2881	3034	3283
2882	3035	3281
2883	3036	3280
2884	3036	3278
2885	3037	3277
2886	3038	3275
2887	3038	3274
2888	3039	3273
2889	3040	3272
2890	3041	3271
2891	3048	3276
2892	3049	3275
2893	3050	3273
2894	3051	3272
2895	3051	3271
2896	3052	3269
2897	3053	3268
2898	3053	3266
2899	3054	3265
2900	3056	3264
2901	3056	3263
2902	3057	3262
2903	3058	3260
2904	3060	3260
2905	3061	3259
2906	3062	3258
2907	3063	3256
2908	3063	3255
2909	3064	3254
2910	3065	3252
2911	3065	3251
2912	3066	3249
2913	3067	3248
2914	3067	3246
2915	3069	3246
2916	3070	3244
2917	3070	3243
2918	3076	3247
2919	3078	3246
2920	3079	3246
2921	3080	3245
2922	3082	3244
2923	3083	3243
2924	3085	3243
2925	3086	3242
2926	3087	3241
2927	3093	3245
2928	3094	3244
2929	3095	3243
2930	3096	3242
2931	3097	3241
2932	3098	3239
2933	3099	3238
2934	3101	3239
2935	3102	3238
2936	3103	3236
2937	3111	3242
2938	3112	3241
2939	3113	3240
2940	3114	3239
2941	3115	3237
2942	3117	3238
2943	3118	3237
2944	3119	3235
2945	3120	3234
2946	3120	3232
2947	3121	3231
2948	3122	3230
2949	3122	3228
2950	3123	3227
2951	3124	3225
2952	3124	3224
2953	3125	3222
2954	3126	3221
2955	3126	3219
2956	3127	3218
2957	3128	3217
2958	3128	3215
2959	3129	3214
2960	3130	3212
2961	3132	3212
2962	3133	3211
2963	3133	3210
2964	3134	3208
2965	3135	3207
2966	3135	3205
2967	3136	3204
2968	3137	3202
2969	3137	3201
2970	3138	3199
2971	3139	3198
2972	3140	3197
2973	3140	3195
2974	3141	3194
2975	3142	3192
2976	3142	3191
2977	3143	3189
2978	3144	3188
2979	3144	3187
2980	3145	3185
2981	3148	3186
2982	3148	3184
2983	3149	3183
2984	3150	3182
2985	3151	3180
2986	3151	3179
2987	3152	3177
2988	3153	3176
2989	3153	3175
2990	3154	3173
2991	3155	3172
2992	3156	3170
2993	3156	3169
2994	3157	3167
2995	3158	3166
2996	3158	3165
2997	3159	3163
2998	3160	3162
2999	3160	3160
3000	3163	3160
3001	3163	3159
3002	3164	3158
3003	3165	3156
3004	3165	3155
3005	3166	3153
3006	3167	3152
3007	3168	3151
3008	3169	3150
3009	3169	3148
3010	3170	3147
3011	3171	3146
3012	3172	3144
3013	3172	3143
3014	3173	3141
3015	3174	3140
3016	3174	3138
3017	3175	3137
3018	3176	3136
3019	3177	3135
3020	3178	3134
3021	3179	3132
3022	3179	3131
3023	3180	3130
3024	3181	3128
3025	3181	3127
3026	3182	3125
3027	3183	3124
3028	3184	3123
3029	3184	3121
3030	3185	3120
3031	3185	3118
3032	3186	3117
3033	3187	3115
3034	3187	3114
3035	3188	3113
3036	3189	3111
3037	3190	3110
3038	3192	3110
3039	3193	3109
3040	3193	3107
3041	3194	3106
3042	3195	3104
3043	3195	3103
3044	3196	3101
3045	3197	3100
3046	3197	3099
3047	3199	3098
3048	3199	3097
3049	3200	3095
3050	3201	3094
3051	3202	3093
3052	3202	3091
3053	3203	3090
3054	3204	3089
3055	3205	3087
3056	3205	3086
3057	3207	3085
3058	3208	3084
3059	3209	3083
3060	3209	3081
3061	3210	3080
3062	3212	3079
3063	3213	3079
3064	3214	3077
3065	3214	3076
3066	3215	3075
3067	3216	3073
3068	3217	3072
3069	3217	3071
3070	3218	3069
3071	3219	3068
3072	3220	3067
3073	3221	3065
3074	3223	3066
3075	3224	3064
3076	3224	3063
3077	3225	3062
3078	3226	3060
3079	3226	3059
3080	3227	3057
3081	3228	3056
3082	3228	3055
3083	3229	3053
3084	3230	3052
3085	3230	3050
3086	3231	3049
3087	3232	3048
3088	3233	3047
3089	3234	3045
3090	3234	3044
3091	3235	3042
3092	3236	3041
3093	3237	3041
3094	3238	3039
3095	3239	3038
3096	3240	3037
3097	3240	3035
3098	3241	3034
3099	3242	3032
3100	3242	3031
3101	3243	3030
3102	3244	3028
3103	3244	3027
3104	3245	3026
3105	3246	3025
3106	3247	3023
3107	3248	3022
3108	3249	3021
3109	3249	3019
3110	3250	3018
3111	3251	3017
3112	3253	3017
3113	3254	3015
3114	3254	3014
3115	3255	3013
3116	3256	3011
3117	3257	3010
3118	3257	3009
3119	3258	3007
3120	3259	3006
3121	3259	3005
3122	3260	3003
3123	3261	3002
3124	3262	3001
3125	3262	2999
3126	3263	2998
3127	3264	2997
3128	3265	2995
3129	3265	2994
3130	3266	2993
3131	3268	2992
3132	3269	2991
3133	3269	2990
3134	3270	2988
3135	3271	2987
3136	3272	2986
3137	3272	2984
3138	3273	2983
3139	3274	2982
3140	3274	2980
3141	3275	2979
3142	3276	2978
3143	3277	2977
3144	3278	2976
3145	3279	2974
3146	3279	2973
3147	3280	2972
3148	3281	2970
3149	3282	2970
3150	3283	2968
3151	3284	2968
3152	3286	2967
3153	3287	2966
3154	3288	2965
3155	3289	2964
3156	3290	2963
3157	3291	2962
3158	3292	2961
3159	3293	2959
3160	3294	2958
3161	3294	2957
3162	3295	2956
3163	3296	2954
3164	3298	2954
3165	3299	2953
3166	3300	2952
3167	3301	2951
3168	3302	2950
3169	3303	2949
3170	3304	2948
3171	3305	2947
3172	3306	2945
3173	3307	2944
3174	3308	2943
3175	3309	2942
3176	3310	2941
3177	3311	2940
3178	3314	2941
3179	3315	2940
3180	3317	2939
3181	3318	2938
3182	3319	2938
3183	3321	2937
3184	3322	2936
3185	3323	2935
3186	3325	2934
3187	3326	2934
3188	3328	2934
3189	3330	2933
3190	3331	2932
3191	3332	2931
3192	3334	2931
3193	3336	2930
3194	3337	2930
3195	3338	2929
3196	3340	2928
3197	3341	2927
3198	3343	2927
3199	3344	2926
3200	3346	2926
3201	3347	2925
3202	3349	2924
3203	3350	2923
3204	3351	2923
3205	3353	2922
3206	3354	2921
3207	3355	2920
3208	3356	2919
3209	3357	2918
3210	3359	2917
3211	3360	2916
3212	3361	2915
3213	3362	2914
3214	3362	2913
3215	3363	2911
3216	3364	2910
3217	3365	2909
3218	3366	2908
3219	3367	2906
3220	3367	2905
3221	3368	2904
3222	3369	2903
3223	3370	2901
3224	3371	2900
3225	3372	2899
3226	3374	2899
3227	3376	2899
3228	3377	2898
3229	3378	2897
3230	3379	2896
3231	3380	2894
3232	3380	2893
3233	3381	2892
3234	3382	2890
3235	3382	2889
3236	3383	2888
3237	3384	2886
3238	3385	2885
3239	3385	2884
3240	3386	2882
3241	3387	2881
3242	3387	2880
3243	3389	2879
3244	3390	2878
3245	3391	2877
3246	3391	2875
3247	3392	2874
3248	3393	2873
3249	3393	2871
3250	3394	2870
3251	3395	2869
3252	3395	2867
3253	3396	2866
3254	3397	2865
3255	3397	2863
3256	3398	2862
3257	3399	2860
3258	3400	2859
3259	3400	2858
3260	3401	2856
3261	3401	2855
3262	3402	2854
3263	3404	2853
3264	3405	2852
3265	3406	2851
3266	3406	2849
3267	3407	2848
3268	3408	2847
3269	3408	2845
3270	3409	2844
3271	3410	2843
3272	3410	2841
3273	3411	2840
3274	3412	2839
3275	3412	2837
3276	3413	2836
3277	3414	2835
3278	3414	2833
3279	3415	2832
3280	3416	2831
3281	3416	2829
3282	3417	2828
3283	3418	2827
3284	3419	2826
3285	3420	2825
3286	3421	2823
3287	3421	2822
3288	3422	2821
3289	3423	2819
3290	3423	2818
3291	3424	2817
3292	3425	2815
3293	3425	2814
3294	3426	2813
3295	3427	2811
3296	3428	2810
3297	3428	2809
3298	3429	2807
3299	3429	2806
3300	3430	2804
3301	3431	2803
3302	3431	2802
3303	3432	2800
3304	3434	2800
3305	3434	2798
3306	3435	2797
3307	3435	2796
3308	3436	2794
3309	3437	2793
3310	3437	2791
3311	3438	2790
3312	3438	2789
3313	3439	2787
3314	3439	2786
3315	3440	2784
3316	3441	2783
3317	3441	2781
3318	3442	2780
3319	3442	2779
3320	3443	2777
3321	3443	2776
3322	3444	2774
3323	3445	2773
3324	3445	2771
3325	3446	2770
3326	3446	2769
3327	3447	2767
3328	3448	2766
3329	3449	2765
3330	3450	2764
3331	3450	2762
3332	3451	2761
3333	3451	2760
3334	3452	2758
