iter	RMSE
328	0.163105312
329	0.1628271773
330	0.1625435229
331	0.1622426458
332	0.1620249709
333	0.1618107185
334	0.1615860194
335	0.1613707681
336	0.1611091685
337	0.1609214704
338	0.1607106007
339	0.160460001
340	0.1602687565
341	0.1600539075
342	0.1597764145
343	0.1595893346
344	0.1593696533
345	0.1591030874
346	0.1588779145
347	0.1586375267
348	0.1584417526
349	0.1582670108
350	0.1580165596
351	0.157815135
352	0.1575664306
353	0.1573209075
354	0.157132053
355	0.1569098586
356	0.1566879866
357	0.1565332798
358	0.1563187819
359	0.1561284884
360	0.1558870456
361	0.1557138863
362	0.1555231998
363	0.1552387535
364	0.1550218011
365	0.1547574261
366	0.1546185465
367	0.1544549338
368	0.154299675
369	0.1541716631
370	0.1540127466
371	0.1537200954
372	0.1535074485
373	0.1533621736
374	0.1530812774
375	0.1528442998
376	0.1526376924
377	0.1524984785
378	0.1521857882
379	0.1519160129
380	0.1516861804
381	0.1515140057
382	0.1512761269
383	0.1510114482
384	0.1507888276
385	0.1506293229
386	0.1504846868
387	0.1503142262
388	0.1501463157
389	0.1499141742
390	0.149750057
391	0.1496066403
392	0.1494304799
393	0.1491857424
394	0.1489906004
395	0.148792337
396	0.1485456187
397	0.1483436649
398	0.1481467367
399	0.1479101302
400	0.1476613273
401	0.1474867121
402	0.1472662963
403	0.1471236646
404	0.1469499346
405	0.1468135175
406	0.1466249507
407	0.1463790757
408	0.1462137553
409	0.1460565585
410	0.1458773964
411	0.1457453604
412	0.1455232813
413	0.1453716899
414	0.1452553941
415	0.1450574105
416	0.1448553446
417	0.1446977197
418	0.1445128376
419	0.1442888675
420	0.1442089376
421	0.1441102228
422	0.1439180845
423	0.1437298137
424	0.1435794441
425	0.1434361877
426	0.1432949799
427	0.1431038778
428	0.1429605357
429	0.1427623312
430	0.1426498427
431	0.142484059
432	0.142287602
433	0.1421405625
434	0.1419270933
435	0.1417247244
436	0.1415668039
437	0.1414110293
438	0.1412271733
439	0.1411019747
440	0.1409697779
441	0.1408007029
442	0.1405897885
443	0.1404803304
444	0.1403192139
445	0.1401762001
446	0.140066707
447	0.1398758065
448	0.1397157982
449	0.1396217406
450	0.1394418868
451	0.1392819526
452	0.1391505033
453	0.1390258162
454	0.1388856705
455	0.1387035396
456	0.1385256742
457	0.1383620594
458	0.1381330729
459	0.1379808698
460	0.1378126083
461	0.1376620316
462	0.1374805771
463	0.1373395275
464	0.1371949297
465	0.1370105773
466	0.1368153567
467	0.1366487611
468	0.1364726978
469	0.1363699963
470	0.1362188172
471	0.1360416748
472	0.1358967773
473	0.1357687414
474	0.1356128523
475	0.1354352175
476	0.1352711732
477	0.1351158282
478	0.1350417278
479	0.1348927881
480	0.1347435747
481	0.1346332807
482	0.1344896465
483	0.1343480515
484	0.1342367622
485	0.1341185642
486	0.1340258933
487	0.1338880077
488	0.1338025404
489	0.1336656954
490	0.1335001169
491	0.1333762372
492	0.1332208181
493	0.1330739747
494	0.1329698689
495	0.1328333496
496	0.1327399342
497	0.1326043127
498	0.1324435519
499	0.1322870105
500	0.1321830868
501	0.1320733894
502	0.1319362723
503	0.1317905527
504	0.1316599563
505	0.1314874076
506	0.1313474162
507	0.131248156
508	0.1311419542
509	0.1310490515
510	0.1309476053
511	0.1307899144
512	0.1306998168
513	0.1305544891
514	0.1303877165
515	0.1302747519
516	0.1301812961
517	0.1301000722
518	0.1299929898
519	0.1298596612
520	0.1297744864
521	0.1296673455
522	0.1295143745
523	0.1293797587
524	0.1292849873
525	0.1291410757
526	0.1290574675
527	0.1289357249
528	0.1287953798
529	0.1286636371
530	0.1285249234
531	0.1283991731
532	0.1283113751
533	0.1281690263
534	0.1280599581
535	0.1279574137
536	0.1278410929
537	0.1277347811
538	0.1275792633
539	0.1274905465
540	0.127402459
541	0.1273127894
542	0.1272091526
543	0.1271031672
544	0.1270028311
545	0.1268976094
546	0.1268175711
547	0.1266834638
548	0.1265467539
549	0.1264382935
550	0.1263843337
551	0.1262366113
552	0.1260936181
553	0.1260228529
554	0.1259087275
555	0.1257851405
556	0.1256795845
557	0.125575228
558	0.1255124228
559	0.1253658344
560	0.1252651519
561	0.1251573885
562	0.1250844625
563	0.12501059
564	0.1248708585
565	0.1247692854
566	0.1246916204
567	0.1245956482
568	0.1244867138
569	0.1244151977
570	0.1243444214
571	0.1242406345
572	0.1241544146
573	0.1240356979
574	0.1238939489
575	0.1237567853
576	0.1236747273
577	0.1235669344
578	0.1234731559
579	0.123377862
580	0.1232324109
581	0.1231177614
582	0.1230251482
583	0.1229201718
584	0.1228003183
585	0.1227227624
586	0.122615893
587	0.1224978125
588	0.1223737249
589	0.1222875941
590	0.1222280699
591	0.122165651
592	0.1220561425
593	0.1219160211
594	0.1217790341
595	0.1216988738
596	0.1216214609
597	0.1215501949
598	0.121497692
599	0.1213504357
600	0.1212881108
601	0.1211723497
602	0.1210918411
603	0.1209728308
604	0.1209141485
605	0.1208051981
606	0.120677665
607	0.1206027876
608	0.1205212801
609	0.120449891
610	0.1203222207
611	0.1202112202
612	0.1201147287
613	0.120044958
614	0.1199659302
615	0.1198798927
616	0.1197978231
617	0.1197370261
618	0.1196741961
619	0.1195881949
620	0.1194746764
621	0.1193916272
622	0.1193354811
623	0.1192593897
624	0.1191640261
625	0.119067825
626	0.1190017795
627	0.1189011151
628	0.1187948886
629	0.1187307058
630	0.1186456177
631	0.1185761927
632	0.1184916355
633	0.1184085238
634	0.118354041
635	0.1183025429
636	0.1182095088
637	0.1181530966
638	0.1181123347
639	0.1180504024
640	0.1179339407
641	0.1178836704
642	0.1178225392
643	0.1177642122
644	0.1176490982
645	0.117606424
646	0.1175492816
647	0.1174801621
648	0.1173893391
649	0.1172865152
650	0.1172072344
651	0.1171181518
652	0.1170308385
653	0.1169489604
654	0.116895457
655	0.116789364
656	0.1166926958
657	0.1166109559
658	0.11651339
659	0.1164358857
660	0.1163596082
661	0.1163169711
662	0.1162169667
663	0.1161384708
664	0.1160214353
665	0.1159566423
666	0.1159070908
667	0.115875687
668	0.115820772
669	0.1157577153
670	0.1156522392
671	0.1155830421
672	0.1154996664
673	0.1154488677
674	0.1153929458
675	0.1153622515
676	0.1152733463
677	0.1151789847
678	0.1150966455
679	0.1150391701
680	0.1149936199
681	0.1149222237
682	0.1148852185
683	0.1147824291
684	0.1146980069
685	0.1146473544
686	0.1145438265
687	0.1144664277
688	0.1144330468
689	0.1143555242
690	0.1142853208
691	0.1142261486
692	0.1141723387
693	0.1140864152
694	0.1140079312
695	0.1139215404
696	0.1138611764
697	0.1137893184
698	0.1137206279
699	0.1136501783
700	0.1135739192
701	0.1134786656
702	0.1134038903
703	0.1133327101
704	0.1132382184
705	0.1131760497
706	0.1131232877
707	0.1131044253
708	0.1130574897
709	0.112960576
710	0.1129103522
711	0.1128503598
712	0.1128170167
713	0.112742451
714	0.1126882786
715	0.112592265
716	0.1125076756
717	0.1124414435
718	0.1123925857
719	0.1123071563
720	0.112266071
721	0.1121802633
722	0.1121320922
723	0.1120878933
724	0.1120146012
725	0.1119474549
726	0.1119230419
727	0.1118593944
728	0.1117690212
729	0.1116944318
730	0.1116502913
731	0.1115800523
732	0.111517988
733	0.1114476364
734	0.1113772553
735	0.1112996416
736	0.111255522
737	0.1111783411
738	0.1111128094
739	0.111090394
740	0.1110582119
741	0.1110155854
742	0.1109443947
743	0.1108829932
744	0.1108217789
745	0.1107662058
746	0.1107104863
747	0.1106449754
748	0.1105807095
749	0.1105128882
750	0.1104714344
751	0.1104347841
752	0.110367317
753	0.1102920366
754	0.1102155778
755	0.1101547413
756	0.110081266
757	0.1099896233
758	0.1099430681
759	0.1098611743
760	0.1098069452
761	0.1097439146
762	0.1096720178
763	0.1095935915
764	0.1095350615
765	0.1094810526
766	0.1094109304
767	0.1093529639
768	0.1092981791
769	0.1092602174
770	0.1091949195
771	0.1091393653
772	0.1091032264
773	0.1090586119
774	0.1090067592
775	0.108961487
776	0.1089063745
777	0.1088513249
778	0.1087820611
779	0.1087116145
780	0.1086271053
781	0.1085646072
782	0.1085026223
783	0.1084444238
784	0.1083992393
785	0.1083372816
786	0.1082660166
787	0.1082005367
788	0.1081494996
789	0.1080989613
790	0.1080390374
791	0.1080087151
792	0.107970058
793	0.1078967973
794	0.1078513122
795	0.1077855906
796	0.1077173337
797	0.1076661376
798	0.107607001
799	0.1075592547
800	0.1074831812
801	0.1074219501
802	0.1073722819
803	0.1073124172
804	0.1072371412
805	0.1071735559
806	0.1071055741
807	0.1070356138
808	0.1069758618
809	0.106934327
810	0.1068887543
811	0.1068374576
812	0.1067940752
813	0.1067270972
814	0.1066761137
815	0.1066472936
816	0.1065861392
817	0.1064878584
818	0.1064484946
819	0.1063867967
820	0.1063161455
821	0.1062542221
822	0.1062081503
823	0.1061456356
824	0.1060927507
825	0.1060372545
826	0.1059934965
827	0.1059259371
828	0.1058683305
829	0.1058355686
830	0.1057513844
831	0.1056892226
832	0.1056247902
833	0.1055720211
834	0.1055080389
835	0.1054506734
836	0.1054179416
837	0.1053748092
838	0.1052936933
839	0.1052354461
840	0.1051853749
841	0.105154933
842	0.1051134192
843	0.1050558489
844	0.1050194374
845	0.1049772357
846	0.1049370283
847	0.1048893058
848	0.1048128625
849	0.1047604206
850	0.1046984856
851	0.1046432553
852	0.1045985513
853	0.1045341193
854	0.1044583116
855	0.1044148905
856	0.1043645645
857	0.1043177618
858	0.1042666683
859	0.1042281705
860	0.1041785986
861	0.1041323289
862	0.1040782568
863	0.1040128004
864	0.1039566578
865	0.1039175499
866	0.1038680693
867	0.1038268535
868	0.1037793585
869	0.1037159529
870	0.1036617012
871	0.1036072127
872	0.1035523777
873	0.1034977982
874	0.1034519208
875	0.1034052935
876	0.1033560937
877	0.1033265786
878	0.1032687024
879	0.1032143383
880	0.1031654375
881	0.1031271553
882	0.1030836966
883	0.1030200357
884	0.102972169
885	0.102937864
886	0.1028847798
887	0.1028026385
888	0.1027513743
889	0.1027081736
890	0.1026684511
891	0.1026329676
892	0.1025839885
893	0.1025351609
894	0.1024898979
895	0.1024380624
896	0.1023880284
897	0.1023554371
898	0.1023038142
899	0.102277242
900	0.1022455389
901	0.1021820508
902	0.1021336222
903	0.1020897819
904	0.1020397119
905	0.1019892799
906	0.1019495681
907	0.1018978681
908	0.1018457741
909	0.1018075413
910	0.1017591832
911	0.1017262537
912	0.1016850822
913	0.101650256
914	0.1015954321
915	0.1015333173
916	0.1014821168
917	0.1014401088
918	0.1013840274
919	0.1013440082
920	0.1012897999
921	0.1012503184
922	0.1012098482
923	0.1011818622
924	0.1011290642
925	0.1010612514
926	0.1010134484
927	0.100977259
928	0.1009461096
929	0.1009063816
930	0.1008804296
931	0.1008375695
932	0.1007781749
933	0.1007264594
934	0.1006847194
935	0.100650911
936	0.100585327
937	0.1005458307
938	0.1005102654
939	0.1004571949
940	0.1004018367
941	0.1003707529
942	0.1003255938
943	0.1002855807
944	0.1002525572
945	0.1001983526
946	0.1001469475
947	0.1001142941
948	0.1000598001
949	0.1000001448
950	0.09995448382
951	0.09989016623
952	0.09984711039
953	0.09980324793
954	0.09976279413
955	0.09970876523
956	0.099659847
957	0.09961502143
958	0.09957022022
959	0.09952968871
960	0.09948976937
961	0.09946103326
962	0.09940931137
963	0.09936468778
964	0.09933031014
965	0.09929709469
966	0.09926625324
967	0.09920101143
968	0.09914927944
969	0.09910947266
970	0.09906510581
971	0.09902658866
972	0.0989848389
973	0.09894261785
974	0.09888668238
975	0.09886199209
976	0.09882853274
977	0.09878281032
978	0.09873479264
979	0.09868109618
980	0.098646518
981	0.09860161574
982	0.0985496746
983	0.09849182067
984	0.09842766132
985	0.09839217124
986	0.09836627752
987	0.09833366312
988	0.09831021716
989	0.09826416569
990	0.09823222687
991	0.09819913769
992	0.098149101
993	0.09809257402
994	0.09804524441
995	0.09800244598
996	0.09792259759
997	0.09788886615
998	0.09786267311
999	0.09782109079
1000	0.09778479085
1001	0.09774352183
1002	0.09771004069
1003	0.0976405513
1004	0.09761257292
1005	0.09756438209
1006	0.09753112214
1007	0.0974904264
1008	0.09746544177
1009	0.09741151526
1010	0.09737347987
1011	0.0973189793
1012	0.09725680385
1013	0.09722229937
1014	0.09718786827
1015	0.09714637896
1016	0.09712038852
1017	0.09708053759
1018	0.09704682403
1019	0.09700600085
1020	0.09696945697
1021	0.09692580735
1022	0.09688409193
1023	0.09685335067
1024	0.096811227
1025	0.09676466491
1026	0.09672007486
1027	0.09665741923
1028	0.09662749763
1029	0.09658833904
1030	0.09655050066
1031	0.09652451793
1032	0.09647225502
1033	0.09643241269
1034	0.09640744705
1035	0.09638120034
1036	0.09633978021
1037	0.0963048142
1038	0.09625670835
1039	0.09622443686
1040	0.09618952206
1041	0.09616518712
1042	0.09612776361
1043	0.09608834609
1044	0.09604955482
1045	0.09602085377
1046	0.09598880845
1047	0.09594651485
1048	0.09591585462
1049	0.09588252885
1050	0.09584673342
1051	0.09581958752
1052	0.09578751715
1053	0.09574900759
1054	0.09572936481
1055	0.09570319697
1056	0.09567142808
1057	0.09563061937
1058	0.09559802742
1059	0.09556352541
1060	0.09552898867
1061	0.09547809681
1062	0.09543501695
1063	0.09541573083
1064	0.09536447524
1065	0.0953261862
1066	0.09529711628
1067	0.09525341296
1068	0.09523105033
1069	0.09520725731
1070	0.09514383421
1071	0.09512127839
1072	0.09508496168
1073	0.09504473537
1074	0.09501204624
1075	0.09495836528
1076	0.09490796178
1077	0.09488279796
1078	0.09485157746
1079	0.09482738938
1080	0.09479378321
1081	0.09476167115
1082	0.0947412969
1083	0.09470343683
1084	0.09464998064
1085	0.09457014993
1086	0.09454324205
1087	0.09446284211
1088	0.09442877427
1089	0.09440933297
1090	0.09437977045
1091	0.0943397502
1092	0.0943229822
1093	0.09427721215
1094	0.09424200179
1095	0.09420927247
1096	0.09417521906
1097	0.09413752809
1098	0.09410749678
1099	0.09406278918
1100	0.09402932808
1101	0.09398956975
1102	0.09396663392
1103	0.09392884756
1104	0.09386422187
1105	0.09382810204
1106	0.09380775505
1107	0.09376750813
1108	0.09371669606
1109	0.0936950185
1110	0.09364366356
1111	0.09361022684
1112	0.09358160783
1113	0.0935447805
1114	0.0935084065
1115	0.09347033964
1116	0.09343016154
1117	0.09339152691
1118	0.09337561832
1119	0.09332703988
1120	0.09329258734
1121	0.09325739469
1122	0.09321180606
1123	0.09317607898
1124	0.09314560006
1125	0.09310932324
1126	0.09308518898
1127	0.09306112222
1128	0.09301891021
1129	0.09299090908
1130	0.09294106168
1131	0.09291141864
1132	0.09287725884
1133	0.09285194063
1134	0.09282422737
1135	0.09275793068
1136	0.09271904488
1137	0.09268869668
1138	0.09265360719
1139	0.09262708843
1140	0.09260330449
1141	0.09256463163
1142	0.09249834446
1143	0.09244959101
1144	0.09242690354
1145	0.09239645314
1146	0.09236365499
1147	0.0923349615
1148	0.0923018305
1149	0.09227243692
1150	0.0922291181
1151	0.09218679989
1152	0.0921607466
1153	0.09213309448
1154	0.09210390418
1155	0.09207786769
1156	0.09203691471
1157	0.0919786076
1158	0.09193475923
1159	0.09189288058
1160	0.09186745981
1161	0.09183965431
1162	0.09180498132
1163	0.09176491809
1164	0.09170215163
1165	0.09166443601
1166	0.09163259022
1167	0.09159845456
1168	0.09155746664
1169	0.09152872771
1170	0.09150209136
1171	0.09146625781
1172	0.09143041136
1173	0.09138990087
1174	0.09134496997
1175	0.09131330516
1176	0.09128460969
1177	0.09125725898
1178	0.09122049163
1179	0.09119331087
1180	0.091165116
1181	0.09113367859
1182	0.09111219289
1183	0.09108423817
1184	0.09104535316
1185	0.09097776037
1186	0.0909483368
1187	0.09092541513
1188	0.09087471533
1189	0.09084341851
1190	0.09081699123
1191	0.0907954661
1192	0.09073447833
1193	0.09070768521
1194	0.09067425317
1195	0.09063992252
1196	0.09059440227
1197	0.09056511986
1198	0.0905417422
1199	0.09051195756
1200	0.09048237773
1201	0.09044230493
1202	0.09039078942
1203	0.09035443175
1204	0.0903257458
1205	0.09029716161
1206	0.09025642131
1207	0.09023075608
1208	0.09020627179
1209	0.0901870165
1210	0.09016687482
1211	0.09012151741
1212	0.09009447135
1213	0.09006003827
1214	0.09003627552
1215	0.09001264812
1216	0.08998321637
1217	0.08995704801
1218	0.08989243836
1219	0.08986207256
1220	0.08983855011
1221	0.08981157964
1222	0.08978589409
1223	0.08974897375
1224	0.08972374067
1225	0.08968343094
1226	0.08965201921
1227	0.08960260972
1228	0.08957272543
1229	0.08955239325
1230	0.08952757767
1231	0.08948186281
1232	0.08945495593
1233	0.08942614636
1234	0.08939973112
1235	0.0893786932
1236	0.0893364857
1237	0.08930419897
1238	0.08927505283
1239	0.08921926786
1240	0.08915759421
1241	0.08912236222
1242	0.08909447868
1243	0.08906989944
1244	0.08901760886
1245	0.08898700886
1246	0.08896874407
1247	0.08893020432
1248	0.08890668464
1249	0.08887717061
1250	0.08886070218
1251	0.08883689599
1252	0.0888127251
1253	0.08877768755
1254	0.08875018744
1255	0.08873154949
1256	0.08869982603
1257	0.08867659233
1258	0.08865159015
1259	0.08861645483
1260	0.08859495041
1261	0.08853695461
1262	0.08849386717
1263	0.0884605078
1264	0.08842564141
1265	0.08838112118
1266	0.08836169048
1267	0.08833689831
1268	0.0883119757
1269	0.0882766535
1270	0.08824839678
1271	0.08821481508
1272	0.08818844245
1273	0.08816993216
1274	0.08813262433
1275	0.08810208976
1276	0.08807885634
1277	0.08805000331
1278	0.08800740802
1279	0.0879716938
1280	0.08794306681
1281	0.08791386525
1282	0.08788540317
1283	0.08782880431
1284	0.08780848861
1285	0.08778342832
1286	0.08775633099
1287	0.08772336404
1288	0.08768460109
1289	0.08764397277
1290	0.087613914
1291	0.08759313944
1292	0.08756008299
1293	0.08751692443
1294	0.08748275902
1295	0.08744636999
1296	0.08742002841
1297	0.08738688464
1298	0.08732850094
1299	0.08730168424
1300	0.08727419026
1301	0.0872297457
1302	0.08718799256
1303	0.08715261291
1304	0.08711869191
1305	0.08708420218
1306	0.08703860436
1307	0.08701287666
1308	0.08696089417
1309	0.08693060657
1310	0.08687890847
1311	0.08686023684
1312	0.08683385911
1313	0.08680804882
1314	0.08677322572
1315	0.08674490207
1316	0.08670103034
1317	0.0866705205
1318	0.08661506771
1319	0.0865843971
1320	0.08656150927
1321	0.08654152972
1322	0.08650902301
1323	0.08648373264
1324	0.08645246068
1325	0.08643055694
1326	0.08638584368
1327	0.08634935786
1328	0.0863227345
1329	0.08629230974
1330	0.08626681486
1331	0.08623966973
1332	0.0862165785
1333	0.08618717328
1334	0.08615597874
1335	0.08612478992
1336	0.08610569856
1337	0.0860765495
1338	0.08604285999
1339	0.08599491424
1340	0.08595332494
1341	0.08589837439
1342	0.08587546177
1343	0.08584536543
1344	0.08581207338
1345	0.0857857514
1346	0.08575764604
1347	0.08572934456
1348	0.08570568468
1349	0.08564907149
1350	0.08562667377
1351	0.08557519241
1352	0.08551613533
1353	0.08547985412
1354	0.08546100147
1355	0.08542117786
1356	0.08538374148
1357	0.08535360487
1358	0.08532116332
1359	0.08530129385
1360	0.08526666328
1361	0.08523850439
1362	0.08520770179
1363	0.08518422388
1364	0.0851486367
1365	0.08512722977
1366	0.08507522867
1367	0.08502962223
1368	0.0849920184
1369	0.08495885522
1370	0.0849226826
1371	0.08487690654
1372	0.0848516417
1373	0.08480041979
1374	0.0847640889
1375	0.08473313301
1376	0.08470534432
1377	0.08467965214
1378	0.08463570035
1379	0.08461211633
1380	0.08458111055
1381	0.08455422616
1382	0.08450467058
1383	0.08447477357
1384	0.0844555107
1385	0.08443216571
1386	0.08440249566
1387	0.08435639834
1388	0.08432129898
1389	0.08428101934
1390	0.08423543172
1391	0.08419046458
1392	0.08416300572
1393	0.08410132843
1394	0.08405218869
1395	0.08401706571
1396	0.08398381056
1397	0.0839529528
1398	0.08392021388
1399	0.08388878715
1400	0.08385681537
1401	0.0838329597
1402	0.08377297181
1403	0.08372544306
1404	0.08369884764
1405	0.08365507819
1406	0.08360070093
1407	0.08356599766
1408	0.08353716775
1409	0.08351397359
1410	0.08348375643
1411	0.08345161776
1412	0.08342745624
1413	0.08340146542
1414	0.08338393285
1415	0.08333593534
1416	0.08328803073
1417	0.08324969963
1418	0.08322615477
1419	0.08319670539
1420	0.08318108255
1421	0.08315806956
1422	0.08311596646
1423	0.08308736438
1424	0.08306611543
1425	0.0830286024
1426	0.08297815444
1427	0.08294762183
1428	0.08292054284
1429	0.08288684086
1430	0.08285509336
1431	0.08282011552
1432	0.08279388612
1433	0.0827666606
1434	0.08272387826
1435	0.08268788527
1436	0.0826555681
1437	0.08263071831
1438	0.08258057311
1439	0.08255366344
1440	0.08253454438
1441	0.08249666895
1442	0.08247141535
1443	0.08244478197
1444	0.08239319555
1445	0.08237058993
1446	0.08232370126
1447	0.08228839773
1448	0.08225115542
1449	0.08222749833
1450	0.08220111073
1451	0.08215329088
1452	0.08212784745
1453	0.08210262747
1454	0.08207143628
1455	0.08203722537
1456	0.08200144663
1457	0.08197988958
1458	0.08194402429
1459	0.08191873434
1460	0.08189369096
1461	0.08186446178
1462	0.08184040825
1463	0.08181272561
1464	0.08179239339
1465	0.08175201134
1466	0.0817250672
1467	0.08169903151
1468	0.08165485112
1469	0.08162829216
1470	0.08160238777
1471	0.08157591672
1472	0.08155664439
1473	0.08153088807
1474	0.08150375847
1475	0.08147740596
1476	0.08145105902
1477	0.08140369605
1478	0.08137721469
1479	0.08133122704
1480	0.08130683622
1481	0.08126583322
1482	0.08122601502
1483	0.08120120344
1484	0.08117728341
1485	0.08113510624
1486	0.08110184899
1487	0.08105403987
1488	0.08100829738
1489	0.08097021487
1490	0.0809437707
1491	0.08090703556
1492	0.08089338836
1493	0.08084935928
1494	0.08081470683
1495	0.08075232032
1496	0.08071128466
1497	0.08066743067
1498	0.08064311473
1499	0.08062036402
1500	0.08057735683
1501	0.08053438367
1502	0.08050670423
1503	0.08047045012
1504	0.08044518031
1505	0.0804010848
1506	0.08036775094
