iter	RMSE
1507	0.08033041728
1508	0.08030440923
1509	0.08027343385
1510	0.08023780482
1511	0.08022294473
1512	0.08019507929
1513	0.08017007058
1514	0.08014640216
1515	0.08010151462
1516	0.08006194788
1517	0.08004818838
1518	0.07999352494
1519	0.07995855668
1520	0.07993811633
1521	0.07989531538
1522	0.07986961371
1523	0.07982995731
1524	0.07980546687
1525	0.07976393634
1526	0.0797479043
1527	0.07972095862
1528	0.07969782989
1529	0.07965493819
1530	0.07961229109
1531	0.07958997299
1532	0.07954438846
1533	0.079521548
1534	0.07949680287
1535	0.07946800395
1536	0.07942363316
1537	0.07938234898
1538	0.07934363028
1539	0.07928865323
1540	0.07923806536
1541	0.07921006023
1542	0.07916435791
1543	0.07911869009
1544	0.079090741
1545	0.07906831682
1546	0.07902682517
1547	0.07900521314
1548	0.07896061951
1549	0.07892725542
1550	0.07889700871
1551	0.07884830416
1552	0.07882014623
1553	0.07876932441
1554	0.07875360211
1555	0.07874075042
1556	0.07870585605
1557	0.07867344512
1558	0.07863454504
1559	0.07860376594
1560	0.07857946203
1561	0.07855681172
1562	0.07853487408
1563	0.07849876539
1564	0.07846216512
1565	0.0784380829
1566	0.07840230633
1567	0.07837968673
1568	0.07835826124
1569	0.07833358401
1570	0.07828695838
1571	0.0782521237
1572	0.07820166037
1573	0.07816213733
1574	0.07812233508
1575	0.07809228883
1576	0.07805088591
1577	0.07802466545
1578	0.07797680516
1579	0.07795294012
1580	0.07790864903
1581	0.07787867527
1582	0.07783862194
1583	0.07780905882
1584	0.07776927738
1585	0.07772911873
1586	0.07768078452
1587	0.0776456539
1588	0.07761930482
1589	0.0775778851
1590	0.07753990719
1591	0.0775176576
1592	0.0774899085
1593	0.07745726861
1594	0.07743390918
1595	0.07738971831
1596	0.07735301618
1597	0.07731870756
1598	0.07728834997
1599	0.07725820979
1600	0.07721592467
1601	0.07719218619
1602	0.07714930036
1603	0.07712506817
1604	0.07708258215
1605	0.07706392107
1606	0.07700567056
1607	0.07697987315
1608	0.07694875384
1609	0.07691297562
1610	0.07688675839
1611	0.07686829505
1612	0.07684900969
1613	0.07682546619
1614	0.07678517403
1615	0.07676358088
1616	0.07671837351
1617	0.07669256059
1618	0.07665081075
1619	0.07662660064
1620	0.07658884158
1621	0.07656416014
1622	0.07653510389
1623	0.07650653534
1624	0.07648756693
1625	0.07644037902
1626	0.0764203714
1627	0.07639899735
1628	0.0763762835
1629	0.07635693391
1630	0.07632410002
1631	0.07629904519
1632	0.07626026186
1633	0.07622135378
1634	0.07620541567
1635	0.07617140054
1636	0.07614304844
1637	0.07612649135
1638	0.07609870313
1639	0.07606343243
1640	0.0760189996
1641	0.07599148392
1642	0.07597542398
1643	0.07595520454
1644	0.07592271275
1645	0.07589844194
1646	0.07586399321
1647	0.07582523393
1648	0.07579956716
1649	0.07578047192
1650	0.07576053352
1651	0.07573742742
1652	0.07570164655
1653	0.07568460065
1654	0.07565870734
1655	0.07563190511
1656	0.07561203491
1657	0.07559323938
1658	0.07555858717
1659	0.07552165362
1660	0.0754812328
1661	0.07544741173
1662	0.07541067315
1663	0.07537315541
1664	0.07534324837
1665	0.07533165189
1666	0.0753060924
1667	0.07528083146
1668	0.07527049739
1669	0.07523454861
1670	0.07519715933
1671	0.07517285634
1672	0.07513284035
1673	0.07509488794
1674	0.07506150885
1675	0.07503008946
1676	0.07501908315
1677	0.07497944533
1678	0.07496384614
1679	0.07493851872
1680	0.07489520976
1681	0.07485505278
1682	0.07482001074
1683	0.07478310516
1684	0.07474866902
1685	0.07470795227
1686	0.0746860004
1687	0.07467168108
1688	0.07464554283
1689	0.07460590449
1690	0.07456486377
1691	0.07453320199
1692	0.07451195498
1693	0.0744568141
1694	0.07442828149
1695	0.07441012256
1696	0.07438727336
1697	0.07436942864
1698	0.07434723251
1699	0.07431764098
1700	0.07429411461
1701	0.07427382546
1702	0.07425170297
1703	0.07423663596
1704	0.07421912759
1705	0.07419274063
1706	0.07416168838
1707	0.07414061257
1708	0.07412690035
1709	0.07410675614
1710	0.07407627133
1711	0.07405797975
1712	0.07402479029
1713	0.07399476307
1714	0.07396831531
1715	0.07392974635
1716	0.07390119237
1717	0.07387864604
1718	0.07385466732
1719	0.07382265187
1720	0.07379093042
1721	0.07375229249
1722	0.07372854214
1723	0.07368923738
1724	0.07365962176
1725	0.07363775595
1726	0.07360946493
1727	0.0735631067
1728	0.07353927688
1729	0.07350959422
1730	0.07348716121
1731	0.07346404838
1732	0.07343115578
1733	0.0734073138
1734	0.07336130724
1735	0.07333075832
1736	0.07328277774
1737	0.07325453697
1738	0.0732292059
1739	0.0731920896
1740	0.07316805932
1741	0.07312610768
1742	0.07309515107
1743	0.07306553649
1744	0.07304047902
1745	0.07301142844
1746	0.07297901015
1747	0.07295334272
1748	0.07292138252
1749	0.07289648961
1750	0.07286154051
1751	0.07283028363
1752	0.07281721771
1753	0.07278662707
1754	0.07274290879
1755	0.07271429332
1756	0.0726932792
1757	0.07266981124
1758	0.07264427907
1759	0.07260609773
1760	0.07258766838
1761	0.07256246776
1762	0.07254561717
1763	0.07251573609
1764	0.07249694168
1765	0.07247849798
1766	0.07243753431
1767	0.07240893592
1768	0.07238129588
1769	0.072362647
1770	0.07234304554
1771	0.07231385316
1772	0.07229678251
1773	0.07227870206
1774	0.07224805455
1775	0.07222593593
1776	0.07220239112
1777	0.07217901849
1778	0.07215371201
1779	0.07213069513
1780	0.07208459109
1781	0.07206401717
1782	0.07203537314
1783	0.07201736345
1784	0.07197845822
1785	0.07195637862
1786	0.07193685028
1787	0.07189768516
1788	0.07187501687
1789	0.07184497476
1790	0.07182044427
1791	0.07179352954
1792	0.07176862002
1793	0.0717512559
1794	0.07173498582
1795	0.07170518613
1796	0.07168929528
1797	0.07166693845
1798	0.0716494183
1799	0.0716286023
1800	0.07160014533
1801	0.07156828268
1802	0.07153959193
1803	0.07150440762
1804	0.07146928694
1805	0.07143403212
1806	0.07139745317
1807	0.07137973716
1808	0.0713566297
1809	0.07131517331
1810	0.07128673482
1811	0.07125388606
1812	0.07123162185
1813	0.07121057927
1814	0.07118176326
1815	0.07115178925
1816	0.07110956873
1817	0.07106810337
1818	0.07103087793
1819	0.07100835251
1820	0.07099025966
1821	0.07094823656
1822	0.07092931788
1823	0.07089506434
1824	0.07086031096
1825	0.07084160705
1826	0.0708199098
1827	0.0707852278
1828	0.07075465397
1829	0.07072706097
1830	0.0707161513
1831	0.07067655235
1832	0.07065173377
1833	0.07062191648
1834	0.07058353788
1835	0.07055787248
1836	0.07053023441
1837	0.07050912719
1838	0.07048792614
1839	0.07046547585
1840	0.07042558775
1841	0.07039283261
1842	0.07036189689
1843	0.07033993475
1844	0.07032107982
1845	0.07029704786
1846	0.07028173754
1847	0.07025809743
1848	0.07023571194
1849	0.07020688752
1850	0.07017145609
1851	0.07013964362
1852	0.07011717634
1853	0.07009001119
1854	0.07006475166
1855	0.07001555996
1856	0.06999426834
1857	0.06996751034
1858	0.06995245792
1859	0.06992909573
1860	0.06990590585
1861	0.06988390692
1862	0.06985419974
1863	0.06982446831
1864	0.06978575321
1865	0.06975413275
1866	0.06973885225
1867	0.06970664452
1868	0.06968636173
1869	0.06966222202
1870	0.06963519993
1871	0.06959999185
1872	0.06957348445
1873	0.06953867889
1874	0.06951337603
1875	0.06949302455
1876	0.06946241266
1877	0.06943263756
1878	0.06940577978
1879	0.06938672481
1880	0.06934960249
1881	0.06933260193
1882	0.06930282627
1883	0.06927457937
1884	0.06923913869
1885	0.0691968417
1886	0.06918134111
1887	0.06915213361
1888	0.06913737903
1889	0.06910564972
1890	0.06908653813
1891	0.06904471716
1892	0.06901773006
1893	0.06899793263
1894	0.06895641765
1895	0.06893855909
1896	0.06890354383
1897	0.06888472606
1898	0.0688465707
1899	0.0688168664
1900	0.06877565845
1901	0.06875272753
1902	0.06872504082
1903	0.06870150597
1904	0.06867817088
1905	0.06865834023
1906	0.06861728307
1907	0.0686046785
1908	0.06857110631
1909	0.06854288348
1910	0.06852048457
1911	0.0684871171
1912	0.06846435319
1913	0.06843097668
1914	0.06840673648
1915	0.06838246131
1916	0.06836755888
1917	0.06833356874
1918	0.06829658733
1919	0.06826938518
1920	0.06822921757
1921	0.06820323894
1922	0.06817636195
1923	0.06816576459
1924	0.06814530593
1925	0.06811236089
1926	0.06808540737
1927	0.06805760205
1928	0.06804640836
1929	0.06802791736
1930	0.06799331987
1931	0.06797774968
1932	0.06794911601
1933	0.06792370232
1934	0.06789474005
1935	0.06785864933
1936	0.0678296458
1937	0.06780961787
1938	0.06778909324
1939	0.06777016164
1940	0.06776224645
1941	0.06774699648
1942	0.06773243105
1943	0.06771805043
1944	0.06769430041
1945	0.06765503609
1946	0.06762198526
1947	0.0675810396
1948	0.06754761321
1949	0.06751546764
1950	0.06748545995
1951	0.06746182081
1952	0.06744854183
1953	0.06741754911
1954	0.06739854988
1955	0.06737661279
1956	0.06735147259
1957	0.06731849684
1958	0.06727773832
1959	0.06724768374
1960	0.06722437426
1961	0.06720215445
1962	0.06718309395
1963	0.06716564856
1964	0.0671455983
1965	0.06713155422
1966	0.06711331225
1967	0.06708932993
1968	0.0670689273
1969	0.06704055239
1970	0.0670178922
1971	0.066998014
1972	0.06696293854
1973	0.06695495969
1974	0.06692997976
1975	0.06689152046
1976	0.066871279
1977	0.0668640037
1978	0.06683066235
1979	0.06680896753
1980	0.06679729984
1981	0.06678794462
1982	0.06675026316
1983	0.06673052851
1984	0.06669879069
1985	0.06668108618
1986	0.06666150658
1987	0.06663669219
1988	0.06661553834
1989	0.06660140633
1990	0.06657825629
1991	0.06654732016
1992	0.06652930457
1993	0.06650946765
1994	0.0664864634
1995	0.06646043778
1996	0.06643369716
1997	0.06640573678
1998	0.06636916646
1999	0.06635648164
2000	0.06634292437
2001	0.06632808812
2002	0.06631667743
2003	0.06629050984
2004	0.066278868
2005	0.06626125119
2006	0.06624128847
2007	0.06622993585
2008	0.06621215261
2009	0.06619186181
2010	0.06617263734
2011	0.0661265889
2012	0.06609125593
2013	0.0660558475
2014	0.06604091383
2015	0.06602029463
2016	0.06600553077
2017	0.06599524112
2018	0.06596137829
2019	0.0659325203
2020	0.06591786143
2021	0.06588126939
2022	0.06584258868
2023	0.0658227418
2024	0.06580329946
2025	0.06579449428
2026	0.06577151535
2027	0.065756746
2028	0.06572788535
2029	0.06569557617
2030	0.06566967287
2031	0.06565266024
2032	0.06563598255
2033	0.0656193794
2034	0.06559720953
2035	0.0655884761
2036	0.06557197342
2037	0.06555710438
2038	0.06553124959
2039	0.06550378578
2040	0.06548934701
2041	0.06546929812
2042	0.06545039406
2043	0.06544208605
2044	0.06541121234
2045	0.06538926198
2046	0.06535092018
2047	0.06532036538
2048	0.06530400516
2049	0.06528294207
2050	0.06525579561
2051	0.06524002216
2052	0.06519850898
2053	0.06517972095
2054	0.06517062158
2055	0.06513478852
2056	0.06511602345
2057	0.06509918
2058	0.06506827777
2059	0.06504211907
2060	0.06501888397
2061	0.06499862509
2062	0.06498135392
2063	0.06497091036
2064	0.06495682705
2065	0.06494257859
2066	0.06491374968
2067	0.06488628575
2068	0.06486716353
2069	0.06485550699
2070	0.06483695711
2071	0.06482627106
2072	0.06480413261
2073	0.06477991886
2074	0.06474277059
2075	0.06470977572
2076	0.06468059594
2077	0.06465814965
2078	0.06463225663
2079	0.06462095256
2080	0.06459875159
2081	0.06457453988
2082	0.06454277623
2083	0.06450773829
2084	0.06449258775
2085	0.06446120251
2086	0.06444024249
2087	0.06440796986
2088	0.0643894752
2089	0.06436410655
2090	0.06434580272
2091	0.06431263353
2092	0.06430161821
2093	0.06427988473
2094	0.06426168281
2095	0.06425135777
2096	0.06423895227
2097	0.06422259184
2098	0.06419227605
2099	0.06417571485
2100	0.06414280599
2101	0.06412783856
2102	0.06410000036
2103	0.06408175766
2104	0.06406018645
2105	0.06403184541
2106	0.06400427416
2107	0.06399245486
2108	0.06396682975
2109	0.06392970636
2110	0.06391637009
2111	0.06389823106
2112	0.06388940568
2113	0.06386215147
2114	0.0638466989
2115	0.06383393044
2116	0.06382376344
2117	0.06379048238
2118	0.06377338761
2119	0.06376140518
2120	0.06375129487
2121	0.06373356587
2122	0.06371197141
2123	0.06369812595
2124	0.06366104088
2125	0.06364331162
2126	0.06363020849
2127	0.06360971588
2128	0.06358420089
2129	0.06357741877
2130	0.06354997071
2131	0.06353879788
2132	0.06353031287
2133	0.06351223085
2134	0.06348928693
2135	0.06346655561
2136	0.06345656046
2137	0.06343409028
2138	0.06341415603
2139	0.06339673264
2140	0.06338098577
2141	0.06335689085
2142	0.06333627715
2143	0.06331855194
2144	0.06330453433
2145	0.06327853529
2146	0.06325657636
2147	0.06324131057
2148	0.06322392837
2149	0.06321424594
2150	0.06319347327
2151	0.06317969294
2152	0.06315153572
2153	0.06312649626
2154	0.06311665289
2155	0.06310624915
2156	0.06309635261
2157	0.06308002332
2158	0.06306161348
2159	0.06304233494
2160	0.06302466241
2161	0.06298590848
2162	0.06297058793
2163	0.06295290836
2164	0.06292036215
2165	0.06291284458
2166	0.06289122795
2167	0.06285752789
2168	0.06284539938
2169	0.06283574241
2170	0.06282812957
2171	0.06278969636
2172	0.06277833212
2173	0.0627547519
2174	0.06271290776
2175	0.06268484396
2176	0.06265945804
2177	0.06264667428
2178	0.06262330439
2179	0.06259605378
2180	0.06257870561
2181	0.06255897819
2182	0.06252737391
2183	0.06251082707
2184	0.06249197466
2185	0.06247212332
2186	0.06244712713
2187	0.06243052232
2188	0.06242108129
2189	0.06239766068
2190	0.06237410078
2191	0.06236806934
2192	0.06234271879
2193	0.06232948565
2194	0.06231339073
2195	0.06229906914
2196	0.06228767726
2197	0.06227842627
2198	0.06226299385
2199	0.06223201985
2200	0.06221741132
2201	0.06220383012
2202	0.06219639036
2203	0.06217291908
2204	0.06214842696
2205	0.0621382243
2206	0.0621076824
2207	0.06208048445
2208	0.0620611024
2209	0.06203878002
2210	0.06201454465
2211	0.06200219118
2212	0.06196183776
2213	0.06193690131
2214	0.06191242492
2215	0.06188798486
2216	0.06187738095
2217	0.06186824466
2218	0.06184710069
2219	0.06181706169
2220	0.06179751504
2221	0.06177894312
2222	0.06175637729
2223	0.06174610362
2224	0.06174024182
2225	0.06172390276
2226	0.06170940509
2227	0.06168909594
2228	0.06168010469
2229	0.06167117837
2230	0.06166245202
2231	0.0616397243
2232	0.06160585745
2233	0.06157639287
2234	0.0615433119
2235	0.06153385238
2236	0.06151150035
2237	0.0614942011
2238	0.06147356463
2239	0.06143397913
2240	0.06140633146
2241	0.0613773168
2242	0.06134428269
2243	0.06132170865
2244	0.06131365076
2245	0.0613059865
2246	0.06128375842
2247	0.06127291325
2248	0.06126414825
2249	0.06123150322
2250	0.0612196335
2251	0.06118665094
2252	0.06116094623
2253	0.06113234004
2254	0.06109799594
2255	0.06107683553
2256	0.06106311789
2257	0.06102395836
2258	0.06101189629
2259	0.06097499955
2260	0.06094831788
2261	0.06093681779
2262	0.06092842446
2263	0.06090992656
2264	0.06088477194
2265	0.06086939362
2266	0.06085136922
2267	0.06081461597
2268	0.06080111367
2269	0.06079022965
2270	0.06077739909
2271	0.06076878314
2272	0.06073388381
2273	0.06071631856
2274	0.06068772307
2275	0.06065558639
2276	0.06063199711
2277	0.06061891121
2278	0.06060051442
2279	0.06058238381
2280	0.06056567218
2281	0.06053090121
2282	0.06051365011
2283	0.06049685508
2284	0.06048039199
2285	0.06047190042
2286	0.06045444748
2287	0.06044013875
2288	0.06042239929
2289	0.06040696481
2290	0.06037071691
2291	0.06035486877
2292	0.06032385809
2293	0.06030118969
2294	0.06028551072
2295	0.06026583648
2296	0.06024610298
2297	0.06023316856
2298	0.0601971577
2299	0.06017101428
2300	0.06015025211
2301	0.06013483364
2302	0.06011535798
2303	0.06010444433
2304	0.06008397758
2305	0.06004556216
2306	0.06001424879
2307	0.05998688868
2308	0.05996791406
2309	0.0599396058
2310	0.05993426247
2311	0.05991087174
2312	0.05989815367
2313	0.05987032391
2314	0.05985282284
2315	0.05982828892
2316	0.05980509254
2317	0.05979420403
2318	0.0597816929
2319	0.05976443206
2320	0.05975672529
2321	0.05974249568
2322	0.05973346561
2323	0.0597165632
2324	0.05970361187
2325	0.05968858713
2326	0.05966498991
2327	0.05965122606
2328	0.05962511114
2329	0.05960488007
2330	0.05957830667
2331	0.05955074885
2332	0.0595377714
2333	0.05952147239
2334	0.05950985168
2335	0.05949175078
2336	0.05946599675
2337	0.05944115688
2338	0.05943306393
2339	0.05939688576
2340	0.0593845577
2341	0.05935556609
2342	0.05934187477
2343	0.05933034917
2344	0.05932058364
2345	0.05928297875
2346	0.05927787214
2347	0.05925993253
2348	0.05924270172
2349	0.059212224
2350	0.05918597975
2351	0.05916042396
2352	0.05914330629
2353	0.0591198439
2354	0.05908961832
2355	0.05908243867
2356	0.05906667681
2357	0.0590403017
2358	0.05901906969
2359	0.05900185966
2360	0.05897991629
2361	0.05897099616
2362	0.05895980607
2363	0.05893491988
2364	0.05890855941
2365	0.05887291567
2366	0.05884179994
2367	0.05883328862
2368	0.05881889599
2369	0.05879489717
2370	0.05877064163
2371	0.05874607747
2372	0.05872866691
2373	0.05871857691
2374	0.0587022129
2375	0.05867815714
2376	0.05866719316
2377	0.05864178094
2378	0.05861698489
2379	0.05858518417
2380	0.05856419046
2381	0.05855224726
2382	0.0585278502
2383	0.05849438722
2384	0.05847882083
2385	0.05846407955
2386	0.05843573977
2387	0.05841935525
2388	0.05840834502
2389	0.05838102605
2390	0.05836526854
2391	0.05834267929
2392	0.05831330756
2393	0.0582886348
2394	0.05825536668
2395	0.05823960213
2396	0.05820913535
2397	0.05818005075
2398	0.05814450192
2399	0.05811166345
2400	0.05808250319
2401	0.05805429233
2402	0.05804927394
2403	0.0580360649
2404	0.05801182359
2405	0.05799640545
2406	0.05798566555
2407	0.05796992585
2408	0.05794559133
2409	0.05791698438
2410	0.05791183684
2411	0.05790055529
2412	0.05787574835
2413	0.05784943675
2414	0.05782923788
2415	0.05780435079
2416	0.05778645881
2417	0.05776928273
2418	0.05774649687
2419	0.05773476076
2420	0.05771887731
2421	0.05770823827
2422	0.05769668363
2423	0.05767927118
2424	0.05766873685
2425	0.05763485162
2426	0.05762622767
2427	0.05761201336
2428	0.05759653852
2429	0.05758133738
2430	0.0575470929
2431	0.05752169161
2432	0.05751188427
2433	0.05750340559
2434	0.05748284687
2435	0.05746650657
2436	0.05744844677
2437	0.05742408237
2438	0.05739994312
2439	0.05738443805
2440	0.05736096576
2441	0.05735113382
2442	0.05732632176
2443	0.05729227053
2444	0.05727833579
2445	0.05725290934
2446	0.05723427251
2447	0.05721512631
2448	0.05719130224
2449	0.05716753283
2450	0.05713952374
2451	0.05712041471
2452	0.05710530245
2453	0.05707423969
2454	0.0570530929
2455	0.05703819896
2456	0.05702677793
2457	0.05700670831
2458	0.05698934066
2459	0.05697966428
2460	0.05696985925
2461	0.05695302771
2462	0.05693895324
2463	0.05692856105
2464	0.05691669864
2465	0.05690298132
2466	0.05689669685
2467	0.05688137691
2468	0.05686062983
2469	0.05685223967
2470	0.05683406832
2471	0.0568122232
2472	0.05678063804
2473	0.05675791016
2474	0.05674117446
2475	0.05672251143
2476	0.05670547633
2477	0.05668387287
2478	0.05666810805
2479	0.05664568543
2480	0.05663022211
2481	0.05661077414
2482	0.05657552408
2483	0.05655086828
2484	0.05651594979
2485	0.05649866951
2486	0.05647195032
2487	0.0564568929
2488	0.05643464098
2489	0.05642735004
2490	0.05640473865
2491	0.0563821756
2492	0.05636734265
2493	0.05634895724
2494	0.0563271587
2495	0.05629265319
2496	0.05627916378
2497	0.05626123212
2498	0.05623818261
2499	0.05621726153
2500	0.05619716486
2501	0.05618761252
2502	0.05617184403
2503	0.05614818956
2504	0.05613680576
2505	0.05610319692
2506	0.05608894305
2507	0.0560663614
2508	0.05603188766
2509	0.05601807593
2510	0.05601014817
2511	0.05599171593
2512	0.05598373486
2513	0.0559743439
2514	0.05595825715
2515	0.05594929231
2516	0.05593240394
2517	0.05591636704
2518	0.05588385796
2519	0.05585959954
2520	0.05584465483
2521	0.05582587372
2522	0.05580289059
2523	0.05578231215
2524	0.05576968587
2525	0.05574651936
2526	0.05571981704
2527	0.05568724293
2528	0.05565639083
2529	0.0556257169
2530	0.05561448632
2531	0.05560080642
2532	0.05558187142
2533	0.05556239656
2534	0.0555534035
2535	0.05552143263
2536	0.05550289552
2537	0.05547860329
2538	0.05546965542
2539	0.05543750273
2540	0.05542803544
2541	0.05541576613
2542	0.05539442717
2543	0.05537544994
2544	0.05534375987
2545	0.05531772481
2546	0.05529983372
2547	0.05528505592
2548	0.05526963815
2549	0.05525847331
2550	0.05523050552
2551	0.05521807748
2552	0.05520439409
2553	0.05519828113
2554	0.05517540351
2555	0.05515330576
2556	0.05513540161
2557	0.05512707582
2558	0.05512268351
2559	0.05510709752
2560	0.05508174992
2561	0.05507632213
2562	0.05505480665
2563	0.05503374254
2564	0.055018493
2565	0.05498657719
2566	0.05496121668
2567	0.05494605829
2568	0.05492022645
2569	0.05489338187
2570	0.05488402542
2571	0.05486241546
2572	0.05484829104
2573	0.05483292555
2574	0.05481212454
2575	0.05479853457
2576	0.05479088863
2577	0.05477356151
2578	0.05476582887
2579	0.05475435532
2580	0.0547457149
2581	0.05473309023
2582	0.05472406785
2583	0.05471017422
2584	0.05469304884
2585	0.05467965059
2586	0.05464724008
2587	0.05462424401
2588	0.05461206698
2589	0.05458513003
2590	0.05457308877
2591	0.05455643505
2592	0.05453236048
2593	0.05450245164
2594	0.05448797198
2595	0.05447344586
2596	0.05445121025
2597	0.05444077984
2598	0.05442697806
2599	0.05440698858
2600	0.05437576126
2601	0.0543648865
2602	0.0543390369
2603	0.05432742811
2604	0.0543064626
2605	0.05428457232
2606	0.05427214444
2607	0.05426524992
2608	0.05425832782
2609	0.05424413351
2610	0.05423355238
2611	0.0542160553
2612	0.05418646004
2613	0.05418035806
2614	0.05416543491
2615	0.05414322683
2616	0.05413703269
2617	0.0541035911
2618	0.05408196473
2619	0.05404928485
2620	0.05403462245
2621	0.0540278147
2622	0.05401267039
2623	0.05398649897
2624	0.05397645483
2625	0.053964032
2626	0.05394307612
2627	0.05393748921
2628	0.05391183062
2629	0.05389135234
2630	0.05388200046
2631	0.05385504822
2632	0.05384145996
2633	0.05382427911
2634	0.05380038035
2635	0.05379049591
2636	0.05377396659
2637	0.05375665363
2638	0.0537439543
2639	0.05373745027
2640	0.05371656919
2641	0.053700196
2642	0.05368317051
2643	0.05366107266
2644	0.0536525269
2645	0.05363590617
2646	0.05360922225
2647	0.05358838612
2648	0.05357606215
2649	0.05355982827
2650	0.05354708935
2651	0.05352735654
2652	0.05350465662
2653	0.05347263187
2654	0.05345929829
2655	0.05343832825
2656	0.05342377912
2657	0.05341444264
2658	0.05339833368
2659	0.05338284586
2660	0.05336600924
2661	0.05335258982
2662	0.05333887569
2663	0.05331735626
2664	0.05330663834
2665	0.05328856268
2666	0.05327166909
2667	0.05325171725
2668	0.05323557099
2669	0.05322915865
2670	0.05320688665
2671	0.05318907969
2672	0.05316756186
2673	0.05314040696
2674	0.05311845951
2675	0.05309934672
2676	0.05308995627
2677	0.05308102522
2678	0.05306902293
2679	0.05305952766
2680	0.05304551714
2681	0.05302984654
2682	0.05300766251
2683	0.05298292766
2684	0.05297078982
2685	0.05296215911
2686	0.05294399682
2687	0.05292903411
2688	0.05289591297
2689	0.05286621629
2690	0.05285656633
2691	0.052845334
2692	0.05282588421
2693	0.05281397239
2694	0.05279549693
2695	0.05277105451
2696	0.05274645506
2697	0.05271495973
2698	0.0527044604
2699	0.05269912369
2700	0.05268969869
2701	0.05265787062
2702	0.05264407975
2703	0.052634263
2704	0.05261534937
2705	0.05258582502
2706	0.05257754961
2707	0.05255933357
2708	0.05253245781
2709	0.05251361408
2710	0.05249613523
2711	0.05248323736
2712	0.05247174505
2713	0.05245749386
2714	0.05243877629
2715	0.05242033935
2716	0.05241295404
2717	0.05239139427
2718	0.05238333813
2719	0.05236696948
2720	0.05234559521
2721	0.05233288935
2722	0.0523156375
2723	0.05229178661
2724	0.05227259948
2725	0.05226401617
2726	0.0522552942
2727	0.05223210065
2728	0.05222315468
2729	0.05221333231
2730	0.0522048342
2731	0.05218401452
2732	0.05217623564
2733	0.05215272325
2734	0.05213652897
2735	0.05212494828
2736	0.05210756145
2737	0.05207754696
2738	0.05206758858
2739	0.05205405237
2740	0.05204262468
2741	0.05203073159
2742	0.05201378631
2743	0.05200566077
2744	0.0519960352
2745	0.05197982774
2746	0.05195526001
2747	0.05193030369
2748	0.05191840332
2749	0.05191224182
2750	0.05188315478
2751	0.05185849753
2752	0.05184305247
2753	0.0518270928
2754	0.05179827293
2755	0.05177828608
2756	0.05175365981
2757	0.05173055613
2758	0.05171745014
2759	0.05169224331
2760	0.05167983633
2761	0.05167022167
2762	0.05164354585
2763	0.05160956587
2764	0.05157934923
2765	0.05156795071
2766	0.05156062757
2767	0.05153534614
2768	0.05151258293
2769	0.05149294622
2770	0.05148467559
2771	0.05146823668
2772	0.05145302203
2773	0.05144014153
2774	0.0514281084
2775	0.0514033676
2776	0.0513759921
2777	0.05135323646
2778	0.05133179928
2779	0.05131951004
2780	0.05130281667
2781	0.05129478471
2782	0.05128111813
2783	0.05125129244
2784	0.0512412174
2785	0.0512220364
2786	0.05120131647
2787	0.05118887825
2788	0.05118070595
2789	0.05117541416
2790	0.05116222586
2791	0.05114075056
2792	0.05113188548
2793	0.05110374639
2794	0.05107499738
2795	0.051055093
2796	0.05104629296
2797	0.05103371254
2798	0.05102232303
2799	0.05101473294
2800	0.05099645903
2801	0.05096657926
2802	0.05094762342
2803	0.05093925422
2804	0.05092891226
2805	0.05090747768
2806	0.05087829098
2807	0.05085001514
2808	0.0508413098
2809	0.05081485943
2810	0.0507959732
2811	0.05078393693
2812	0.05076512987
2813	0.05075340705
2814	0.05072461613
2815	0.05071217833
2816	0.05070281614
2817	0.05067496043
2818	0.05065954266
2819	0.05064391612
2820	0.05063411554
2821	0.0506142874
2822	0.05060855655
2823	0.05058427998
2824	0.05057761466
2825	0.05056014684
2826	0.05055000373
2827	0.05053033193
2828	0.05052288566
2829	0.0505024017
2830	0.05049495151
2831	0.05048760258
2832	0.05047649737
2833	0.05046174077
2834	0.05045380809
2835	0.05045019382
2836	0.05043247116
2837	0.05042448315
2838	0.05041337507
2839	0.0503980225
2840	0.05038587345
2841	0.05037798762
2842	0.05035892688
2843	0.05035206614
2844	0.05033446491
2845	0.05031021698
2846	0.0502858696
2847	0.05025933426
2848	0.05023694899
2849	0.05020823306
2850	0.05019135801
2851	0.05017626757
2852	0.05015337206
2853	0.0501333727
2854	0.050124768
2855	0.05010767148
2856	0.05007991915
2857	0.05006852571
2858	0.05004240822
2859	0.0500288354
2860	0.0500060677
2861	0.04998550308
2862	0.04996838219
2863	0.049957326
2864	0.04994631087
2865	0.04992796158
2866	0.04990836538
2867	0.04990237291
2868	0.04988540804
2869	0.04986976819
2870	0.04986265927
2871	0.04983910345
2872	0.04982027083
2873	0.04980643334
2874	0.04979424454
2875	0.04978012186
2876	0.04975530451
2877	0.04974036916
2878	0.0497339638
2879	0.04972632324
2880	0.04970320027
2881	0.04969524011
2882	0.04967699674
2883	0.04966427682
2884	0.04965641777
2885	0.04964516067
2886	0.04962826568
2887	0.04962098494
2888	0.04961454636
2889	0.0496039424
2890	0.04957744042
2891	0.04955327005
2892	0.04953823782
2893	0.04953133623
2894	0.04950375141
2895	0.04948441958
2896	0.04947293647
2897	0.04946210271
2898	0.04945484619
2899	0.04942795119
2900	0.04941076222
2901	0.04940124499
2902	0.04938759807
2903	0.04937757247
2904	0.04937167251
2905	0.04935599515
2906	0.04934090077
